출원번호,발명의 명칭,출원일자,CPC,독립항 수,종속항 수
1020220072357,무선 통신 시스템에서 기준 신호 송수신 방법 및 장치,20220614,H04L 5/00,2,14
1020220071729,"유기 발광 디스플레이 장치와, 이의 제조 방법",20220613,H01L 51/50,1,8
1020220071714,"주요 국산 밀 보급종 7종 (새금강, 백강, 고소, 수안, 백중, 조경, 및 금강)의 품종 판별을 위한 다중 SNP 프라이머 세트 및 이의 용도",20220613,C12Q 1/6895,9,0
1020220071025,투습방수성 의류의 일괄 제조방법 및 그 방법에 의해 제조된 투습방수성 의류,20220610,A41D 31/102,2,17
1020220071038,"다공성 실리콘 복합체 클러스터 구조체, 이를 포함한 탄소 복합체, 그 제조방법, 이를 포함한 전극, 및 리튬 전지, 소자",20220610,C01B 33/02,6,26
1020220070218,뉴럴 네트워크를 구현하기 위한 전자 장치,20220609,G06N 3/063,1,12
1020220069581,변환 계수의 엔트로피 부호화/복호화 방법 및 장치,20220608,H04N 19/13,12,0
1020220069582,객체 검출에 이용되는 파장 대역을 결정하기 위한 장치 및 방법,20220608,G06V 10/58,14,0
1020220069545,다수의 검사 유닛을 포함하는 기판검사장치,20220608,G01N 21/892,2,6
1020220069546,이송제어기구를 포함하는 기판검사장치,20220608,G01N 21/892,3,3
1020220069547,검사 롤러를 구비하는 기판검사장치,20220608,G01N 21/892,3,5
1020220069111,접근 권한 제어를 수행하는 스토리지 장치 및 그 동작방법,20220607,G06F 3/06,3,17
1020220068436,슬러지 이송 펌프,20220603,F04C 2/107,4,9
1020220068437,조인트 밀봉 구조,20220603,F16D 3/84,2,11
1020220068524,영상 처리 장치 및 방법,20220603,H04N 5/232,3,12
1020220068435,인듀서가 장착된 슬러지 이송 펌프,20220603,F04C 2/107,7,3
1020220068526,"유근피 추출물 또는 이로부터 분리한 유효 단일물질을 포함하는 골 질환의 치료, 예방 및 개선용 조성물",20220603,A61K 31/7048,6,0
1020220067704,회전 구조가 구비된 비파괴 검사용 세척액을 와이퍼 흡착포에 도포하는 장치,20220602,B05C 17/03,1,0
1020220067703,승강 구조가 구비된 비파괴 검사용 세척액을 와이퍼 흡착포에 도포하는 장치,20220602,B05C 17/03,1,0
1020220066912,"고해상도 디밍을 위한 LED 드라이버, 발광 모듈 및 디스플레이 장치",20220531,H05B 45/10,11,0
1020220066909,"NFT 발행 시스템과 그 발행 방법, 그리고 NFT 발행 라벨",20220531,G06Q 50/10,9,5
1020220066349,열전지 시편 및 열전지 압력 측정 방법,20220530,H01M 6/36,4,6
1020220066354,관형시설물의 토폴로지 데이터 생성 방법 및 그 장치,20220530,G06T 17/20,9,0
1020220065553,카메라의 초점을 변경하는 방법 및 장치,20220527,H04N 5/232,2,14
1020220064356,유기 발광 표시 장치,20220525,H10K 50/80,3,17
1020220064250,항 메소텔린 scFv를 포함하는 키메릭 항원 수용체 및 이의 용도,20220525,C07K 16/28,16,0
1020220064357,유기 발광 표시 장치,20220525,H10K 50/80,2,18
1020220063589,궐련 및 궐련용 에어로졸 생성 장치,20220524,A24D 1/04,6,5
1020220063597,"뇌조직 병변 분포 예측 방법, 장치 및 컴퓨터 프로그램",20220524,A61B 5/055,3,10
1020220063053,외기 도입에 의한 온도차 냉각·온도차 제상 및 자동 환기 구조가 구비된 고습도 조절용 냉각 시스템,20220523,F25D 17/06,2,2
1020220063052,방사선 검사 장치,20220523,A61B 6/00,4,11
1020220062307,유기 발광 표시 장치,20220520,H10K 59/00,1,4
1020220061479,토출 속도 조절이 용이하고 안정한 보툴리눔 독소 사전충전된 주사기 제형,20220519,A61K 9/00,13,0
1020220061130,발광 소자,20220518,H10K 59/00,6,13
1020220060989,"에너지 무손실 부호화방법 및 장치, 신호 부호화방법 및 장치, 에너지 무손실 복호화방법 및 장치, 및 신호 복호화방법 및 장치",20220518,G10L 19/00,1,7
1020220060285,핫 스탬핑 부품 및 이의 제조 방법,20220517,C23C 28/00,2,18
1020220060284,핫 스탬핑 부품 및 이의 제조 방법,20220517,C23C 28/00,2,18
1020220060454,디스플레이 장치 및 이의 제조 방법,20220517,H01L 33/62,2,18
1020220060424,"영상 부호화 방법 및 장치, 영상 복호화 방법 및 장치",20220517,H04N 19/593,3,2
1020220059819,디스플레이 장치,20220516,H10K 59/00,1,16
1020220059820,디스플레이 장치,20220516,H10K 59/00,2,14
1020220059605,다중 객체 추적 방법 및 이를 위한 장치,20220516,G06V 10/70,1,4
1020220059723,"메모리 컨트롤러, 저장 장치, 및 저장 장치의 동작 방법",20220516,G06F 3/06,3,17
1020220059107,유기 발광 표시 장치,20220513,H10K 50/80,2,12
1020220058560,온-다이-터미네이션 회로를 포함하는 메모리 장치,20220512,G11C 7/10,4,14
1020220056876,수술용 인스트루먼트의 엔드 툴,20220509,A61B 17/29,1,18
1020220056870,레이더 시스템에서 클러터를 제거하기 위한 장치 및 방법,20220509,G01S 13/524,14,0
1020220056878,배터리 팩,20220509,H01M 50/20,1,16
1020220056243,비디오 월 시스템,20220506,H04N 21/4425,1,2
1020220056241,"웨이퍼분류모델 학습을 위한 웨이퍼 이미지를 생성하는 방법 및 그 장치와, 이를 이용하여 웨이퍼분류모델을 생성하는 방법 및 그 장치",20220506,G06N 3/08,5,7
1020220055711,멀티미디어 재생 방법 및 그 디바이스,20220504,H04N 21/472,23,17
1020220055379,다단 차동 증폭기,20220504,H03F 3/45,6,0
1020220055455,유기발광 디스플레이 장치 및 그 제조방법,20220504,H10K 50/80,5,15
1020220055380,모션효과제공장치 및 방법,20220504,H04N 5/262,4,11
1020220055018,디스플레이 장치,20220503,H10K 59/00,2,20
1020220055026,이형필름 및 이의 제조방법,20220503,C09J 7/40,2,9
1020220054447,"어드레스 테이블을 포함하는 메모리 장치, 및 메모리 컨트롤러의 동작 방법",20220502,G06F 12/02,4,16
1020220052874,긴급제동장치의 사고 분석을 위한 시뮬레이션 시스템 및 시뮬레이션 방법,20220428,G06F 11/26,5,10
1020220052878,플리커-프리를 위한 장치 및 이를 포함하는 조명 기기,20220428,H05B 45/59,18,0
1020220052873,긴급제동장치의 사고 분석을 위한 주행 시뮬레이터,20220428,G06F 11/26,3,10
1020220052237,디스플레이 장치,20220427,H10K 59/00,3,13
1020220052148,기능성 브래지어,20220427,A41C 3/00,3,5
1020220051527,반사 배열 안테나 모노 펄스 시스템,20220426,H01Q 25/02,4,3
1020220051050,고압 가스 저장 용기 및 이의 제조방법,20220425,F17C 1/06,8,11
1020220051074,유기발광표시장치,20220425,H10K 59/00,12,8
1020220050074,유기 발광 표시 장치 및 유기층 증착 장치,20220422,C23C 14/56,2,28
1020220050073,표시 장치 및 상기 표시 장치의 제조 방법,20220422,H01L 33/48,4,7
1020220049571,태양광 발전 유닛 및 시스템,20220421,H02S 40/22,5,9
1020220049159,유기 발광 소자,20220420,H10K 50/00,1,19
1020220049106,"리튬이차전지용 산화코발트, 이로부터 형성된 리튬이차전지용 리튬코발트산화물, 그 제조방법 및 이를 포함한 양극을 구비한 리튬 이차 전지",20220420,H01M 4/525,3,3
1020220048923,압출 시스템 및 압출 방법,20220420,B29C 48/50,10,0
1020220048326,차고 배기가스 자동배출 시스템,20220419,E04H 6/42,2,9
1020220048328,가상시공플랫폼장치 및 방법,20220419,G06Q 50/08,4,10
1020220048327,건설현장에서 안전지역을 시각화하는 방법 및 장치,20220419,G06Q 50/08,3,12
1020220047504,투명 미백 트레이의 제조방법 및 그 방법에 의해 제조된 투명 미백 트레이,20220418,B29C 64/124,7,0
1020220047193,플리커-프리를 위한 장치 및 이를 포함하는 조명 기기,20220415,H05B 45/59,20,0
1020220047182,유기 발광 소자,20220415,H10K 99/00,1,19
1020220047195,"외래 단백질을 발현하는 미생물, 및 그의 용도",20220415,C12N 1/20,1,0
1020220047194,"외래 단백질을 발현하는 미생물, 및 그의 용도",20220415,C12N 1/20,1,0
1020220046405,돼지열병 바이러스 특이적인 항체 및 이의 용도,20220414,C07K 16/10,5,8
1020220045266,태엽 구동 모듈이 구비된 비파괴 검사용 자동 스캐너 차체의 바퀴 구조,20220412,G01N 29/265,1,0
1020220045272,"메모리 장치, 이를 포함하는 메모리 시스템 및 메모리 장치의 동작 방법",20220412,G06F 12/0897,3,17
1020220045279,자력 조절 스위치가 구비된 비파괴 검사용 자동 스캐너 차체의 바퀴 구조,20220412,G01N 29/265,1,0
1020220045268,태엽 스프링의 외부 표면에 영구자석이 부착된 비파괴 검사용 자동 스캐너 차체의 바퀴 구조,20220412,G01N 29/265,1,0
1020220045267,다수의 영구자석편이 구비된 비파괴 검사용 자동 스캐너 차체의 바퀴 구조,20220412,G01N 29/265,1,0
1020220044755,신호 부호화방법 및 장치와 신호 복호화방법 및 장치,20220411,G10L 19/02,2,4
1020220044820,대역폭 확장을 위한 고주파 복호화 방법 및 장치,20220411,G10L 19/08,4,10
1020220044109,스노우 타이어,20220408,B60C 11/16,2,5
1020220043682,SiOCN 박막들의 형성,20220408,H01L 21/02,20,0
1020220043679,SiN 박막들의 형성,20220408,H01L 21/02,20,0
1020220044118,"양극활물질, 이의 제조방법, 및 상기 양극활물질을 포함하는 리튬이차전지",20220408,H01M 4/525,7,13
1020220044119,구조물 변위 검출 장치 및 모니터링 시스템,20220408,G01B 21/32,4,9
1020220043651,사람 계수 방법 및 장치,20220407,G06V 40/10,2,6
1020220043640,레이저 가공 장치 및 레이저 가공 방법,20220407,B23K 26/53,2,9
1020220042148,리드 프레임,20220405,H01L 23/495,1,5
1020220042529,표시 장치,20220405,H10K 59/00,6,24
1020220042147,"반도체 패키지 기판, 이를 포함하는 반도체 패키지, 및  반도체 패키지 기판의 제조방법",20220405,H01L 23/495,7,8
1020220042311,보온 보냉용 박스,20220405,B65D 81/38,1,2
1020220042549,"비상장주식의 수익권 거래 시스템 및 방법, 그 거래소장치",20220405,G06Q 40/04,9,22
1020220041926,광 파이버 가공 장치,20220404,G02B 6/48,2,7
1020220041916,부직포 적층체 및 물품,20220404,D04H 3/007,7,2
1020220041922,방열팬에 의한 열 변형 방지 구조가 구비된 비파괴 검사용 자화장치,20220404,G01N 27/84,1,0
1020220041924,방열팬이 열전달 부재에 고정된 비파괴 검사용 자화장치,20220404,G01N 27/84,1,0
1020220041925,요철 구조가 구비된 비파괴 검사용 자화장치,20220404,G01N 27/84,1,0
1020220041921,열전달 부재에 의한 열 변형 방지 구조가 구비된 비파괴 검사용 자화장치,20220404,G01N 27/84,1,0
1020220041923,방열팬이 절연 피복체에 고정된 비파괴 검사용 자화장치,20220404,G01N 27/84,1,0
1020220041234,차량 충전을 위한 충전 서비스 제공 서버 및 방법,20220401,G06Q 50/30,5,8
1020220040463,음식물 분리 수거함 세척 장치,20220331,B65F 7/00,4,9
1020220040718,영지버섯 추출물을 포함하는 모발 또는 두피 상태 개선용 조성물,20220331,A61K 8/9728,10,0
1020220038723,수술용 인스트루먼트의 롤 조인트 부재,20220329,A61B 17/28,1,10
1020220037429,태양광 발전의 경제성을 평가하기 위한 사용자 인터페이스 제공 방법,20220325,G06Q 50/06,4,0
1020220036075,"합성 영상 생성 방법, 합성 영상 생성 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램",20220323,G06T 5/50,5,6
1020220035540,유기 발광 소자,20220322,H10K 99/00,4,15
1020220035594,배터리 팩 및 그 구동 방법,20220322,H02J 7/00,9,2
1020220035533,자성 입자를 이용한 유체 분리 시스템 및 방법,20220322,B01L 3/00,10,0
1020220035536,계단 논슬립 구조,20220322,E04F 11/16,1,2
1020220035609,개인이동수단의 높이조절장치,20220322,B62K 21/22,6,3
1020220034936,입체 음향 재생 방법 및 장치,20220321,H04S 7/00,2,6
1020220034944,사과 캘러스 유래 엑소좀을 포함하는 피부상태 개선용 조성물,20220321,A61K 8/9789,12,0
1020220034338,SiOC 박막의 형성,20220318,H01L 21/02,3,28
1020220034243,황토 및 화강암 가공수 및 그의 제조방법,20220318,A61K 35/02,2,0
1020227029905,신규 호박 식물 및 그 제조 방법,20220318,A01H 6/34,21,0
1020220033582,유기 발광 표시 장치,20220317,H10K 59/00,6,16
1020220033460,화장품에 관한 NFT(Non-Fungible Token)를 생성하는 방법 및 장치,20220317,G06Q 50/10,8,10
1020220032990,디스플레이 장치 및 이의 제조 방법,20220316,H10K 50/80,3,8
1020220032788,메시지 서비스를 제공하는 전자기기 및 그 전자기기가 컨텐트 제공하는 방법,20220316,H04W 4/12,7,9
1020220032974,악성코드 진화관계를 분석하는 장치 및 방법,20220316,G06F 21/56,3,7
1020220032896,치아우식증 유발균을 억제하는 활성을 갖는 와이셀라 시바리아 균주 및 그 용도,20220316,C12N 1/20,5,0
1020220032897,치주 질환 유발균을 억제하는 활성을 갖는 락티카제이바실러스 파라카제이 균주 및 그 용도,20220316,C12N 1/20,7,0
1020220032229,유기 발광 소자,20220315,H10K 50/00,10,5
1020220032231,축합환 화합물 및 이를 포함한 유기 발광 소자,20220315,C07D 311/78,3,11
1020220031498,개인화된 발음 평가 문제 제공 방법,20220314,G06Q 50/20,4,2
1020220031500,"PGME, PGMEA, 물의 혼합물로부터 물을 분리하는 방법",20220314,C07C 67/08,4,11
1020220031496,"당 확산 추출공법으로 추출한 생병풀 추출물을 포함하는 항염, 장벽 효능을 가지는 화장료 조성물 및 이의 용도",20220314,A61K 8/9789,10,0
1020220031014,CCTV용 승강 장치,20220311,H04N 7/18,5,21
1020220030951,감시카메라 관리 장치,20220311,H04N 7/18,12,0
1020220030948,파워 모듈 패키지,20220311,H01L 23/367,1,5
1020220030040,자동으로 가열 동작을 수행하는 에어로졸 생성 장치,20220310,A24F 40/50,2,8
1020220029461,접촉식 염색 패치 및 그 제조 방법,20220308,G01N 1/30,1,8
1020220029458,전해수 제조 장치,20220308,C02F 1/461,1,10
1020220028216,액체리튬음극 및 이를 포함하는 열전지,20220304,H01M 6/36,2,10
1020220027783,진공챔버를 이용한 라미네이팅 방법,20220304,B32B 37/00,1,2
1020220028224,"카프릴하이드록사믹애씨드, 4'-하이드록시아세토페논, 및 폴리올을 포함하는 피부 외용제용 보존제 및 이를 포함하는 화장료 조성물",20220304,A61K 8/42,13,0
1020220027648,가속 페달 위치 센서 신호를 이용하여 차량의 엔진 제어기의 정상 동작 여부를 진단하기 위한 장치 및 방법,20220303,B60W 50/02,15,0
1020220027024,보조 전원 장치를 포함하는 스토리지 장치 및 그의 동작 방법,20220302,G11C 5/14,3,17
1020220026906,"이미지 처리 장치, 및 이미지 처리 방법",20220302,G06T 17/20,4,22
1020220026222,유전 알고리즘을 이용한 냉난방설비 운용 장치 및 방법,20220228,F24F 11/63,15,0
1020220026227,요약 영상 브라우징 시스템 및 방법,20220228,H04N 21/8549,1,4
1020220026339,금속-이차원 물질-반도체의 접합을 포함하는 반도체 소자,20220228,H01L 29/778,5,18
1020220026303,엘리베이터의 진보된 안정성을 제공하는 장치 및 방법,20220228,B66B 5/02,21,0
1020220025501,금속공기전지용 양극 및 이를 포함하는 금속공기전지,20220225,H01M 12/08,2,9
1020220025504,유기 발광 표시 장치,20220225,H10K 50/80,6,30
1020220024573,"헤테로고리 화합물을 포함한 발광 소자, 상기 발광 소자를 포함한 전자 장치 및 상기 헤테로고리 화합물",20220224,H10K 99/00,3,17
1020220024634,"유기 발광 디스플레이 장치와, 이의 제조 방법",20220224,H10K 59/00,3,13
1020220024669,상부위장관 내시경 시뮬레이터,20220224,G09B 9/00,1,2
1020220024500,"유근피 추출물 또는 이로부터 분리한 유효 단일물질을 포함하는 골 질환의 치료, 예방 및 개선용 조성물",20220224,A61K 36/185,14,0
1020220024502,프레스 장치,20220224,B30B 15/00,5,0
1020220023882,로봇 청소기 및 로봇 청소기의 청소 경로 계획 방법,20220223,G05D 1/02,3,13
1020220023938,스트레처블/폴더블 광전자소자와 그 제조방법 및 광전자소자를 포함하는 장치,20220223,H10K 99/00,8,24
1020220023135,전기 집진 시스템 및 방법,20220222,B03C 3/88,4,8
1020220023134,폐열 회수 시스템 및 방법,20220222,F22B 1/16,9,6
1020220022461,유체 공급 장치,20220221,H01L 21/67,4,6
1020220022456,초순수 제조 설비 및 이온교환수지 교체 방법,20220221,C02F 1/42,4,6
1020220022453,박막 트랜지스터 어레이 기판 및 이를 포함하는 유기 발광 표시 장치,20220221,H01L 27/32,1,14
1020220022463,"의료 데이터 제공 장치, 의료 데이터 제공 방법 및 컴퓨터 프로그램",20220221,A61B 5/346,3,11
2020220000469,내진 받침대,20220218,F16M 5/00,5,6
1020220021066,핵화생방 탐지 서버,20220217,G06Q 50/26,4,11
1020220020210,이중특이 항체 또는 그의 항원-결합 단편 및 이를 제조하는 방법,20220216,C07K 16/28,8,0
1020220020209,원자력발전소의 위험탐지장치 및 그 방법,20220216,G21D 3/04,6,1
1020220019764,딥 러닝 기반 합성 영상 콘텐츠 생성 방법 및 장치,20220215,G06T 5/50,5,12
1020220018587,터치 감지 기능이 구비된 디스플레이 패널을 구동하는 구동기 회로,20220214,G06F 3/041,3,11
1020220018324,절연 피복체의 열 변형 방지 구조가 구비된 비파괴 검사용 자화장치,20220211,G01N 27/84,1,5
1020220018323,비파괴 검사용 세척액을 와이퍼 흡착포에 도포하는 장치,20220211,B05C 5/02,3,4
1020220018325,에어로졸 형성 로드 제조 방법,20220211,A24C 5/18,3,4
1020220016978,"고밀도 수직재배를 위한 점적관수, 고밀도 재배 프레임 및 LED 시스템",20220209,A01G 31/02,4,4
1020220016977,코킹캡을 이용한 이지코킹 압력그라우팅 시스템 및 이를 이용한 그라우팅 보강 시공방법,20220209,E21D 9/00,6,10
1020220016428,상태 입력 핀을 이용하여 메모리 장치의 메모리 동작 상태를 확인하는 메모리 시스템,20220208,G11C 16/26,6,14
1020220015766,유기금속 화합물 및 이를 포함한 유기 발광 소자,20220207,C07F 19/00,2,7
1020220015803,이소티오시아네이트가 증대된 무순 추출물을 포함하는 조성물 및 이의 제조방법,20220207,A61K 36/31,12,0
1020220015676,광경화성 조성물 및 이로부터 제조된 패턴 형성체,20220207,G03F 7/004,2,16
1020220015768,상변화 물질의 축열을 이용한 핫가스 제상 구조가 구비된 냉동 냉장 시스템,20220207,F25B 47/02,1,3
1020237022635,"세로형 파우치 제조 충전 포장기, 내용물이 들어 있는필름 포장 파우치의 제조 방법, 내용물이 들어 있는 필름 포장 파우치",20220204,B65B 9/12,19,0
1020220015082,디스플레이 장치,20220204,H10K 50/80,8,9
1020220014476,유기 발광 표시 장치 및 유기 발광 표시 장치의 제조 방법,20220203,H10K 59/00,2,11
1020220013613,자동 용접 방법,20220128,B23K 9/095,3,16
1020220013595,용접 그루브 형성 방법 및 중공형 물품,20220128,B23B 5/16,9,16
1020220013617,"음향 신호의 렌더링 방법, 장치 및 컴퓨터 판독 가능한 기록 매체",20220128,H04S 3/00,1,2
1020220012584,디바이스를 이용한 화면 처리 방법 및 장치,20220127,G06F 3/0482,3,16
1020220012595,스토리지 장치 및 이의 동작 방법,20220127,G11C 16/30,3,17
1020220012578,"위치 모니터링 방법, 위치 모니터링 시스템 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램",20220127,H04W 4/029,3,12
1020220012693,"코르크용 표면 코팅제 조성물, 이의 제조 방법, 이를 이용하여 코팅된 코르크칩 및 친환경 바닥포장재 시공 방법",20220127,C09D 175/04,7,5
1020220011794,디바이스가 이미지를 보정하는 방법 및 그 디바이스,20220126,G06T 5/00,3,17
1020220011800,"다공성 실리콘 복합체 클러스터, 그 탄소 복합체, 이를 포함한 전극, 리튬 전지, 전계 방출 소자, 바이오센서, 반도체 소자 및 열전소자",20220126,C01B 33/18,10,26
1020220011793,폴딩형 레일 갱폼 시스템,20220126,E04G 11/28,10,8
1020220011049,디스플레이 장치,20220125,H10K 99/00,5,13
1020220011051,선형 예측 부호화 계수를 양자화하기 위한 가중치 함수 결정 장치 및 방법,20220125,G10L 19/06,3,16
1020220010694,크로모마이신 화합물 및 이의 용도,20220125,C07H 15/24,9,0
1020220010285,박막 트랜지스터 어레이 기판 및 유기 발광 표시 장치,20220124,H01L 27/32,2,18
1020220010223,조명의 페이드-인 및 페이드-아웃을 위한 장치 및 방법,20220124,H05B 47/175,25,0
1020220008709,커플링 장치,20220120,F02D 9/10,2,23
1020220008528,블록체인 데이터 공유 시스템 및 그 방법,20220120,H04L 67/1087,5,11
1020220007368,"SNARE 복합체의 형성을 저해하는 펩티드, 및 그의 용도",20220118,C07K 7/08,2,0
1020220007348,"사용자 단말기, 디지털 컨텐츠의 이용 권리 증서를 유통시키는 방법, 및 상기 방법을 실행하기 위하여 매체에 저장된 컴퓨터 프로그램",20220118,G06F 21/10,2,0
1020220007252,에어로졸 생성 장치 및 그의 동작 방법,20220118,A24F 40/53,10,5
1020220007349,"사용자 단말기, 디지털 컨텐츠의 이용 권리 증서를 유통시키는 방법, 및 상기 방법을 실행하기 위하여 매체에 저장된 컴퓨터 프로그램",20220118,G06F 21/10,2,0
1020220007350,"사용자 단말기, 디지털 컨텐츠의 이용 권리 증서를 유통시키는 방법, 및 상기 방법을 실행하기 위하여 매체에 저장된 컴퓨터 프로그램",20220118,G06F 21/10,2,0
1020220007351,"사용자 단말기, 디지털 컨텐츠의 이용 권리 증서를 유통시키는 방법, 및 상기 방법을 실행하기 위하여 매체에 저장된 컴퓨터 프로그램",20220118,G06F 21/10,2,0
1020220006677,헬멧용 스마트 회로 시스템,20220117,A42B 3/04,3,20
1020220006460,전극 제조 장치,20220117,B23K 26/359,2,18
1020220006803,마스크 프레임 어셈블리,20220117,H10K 99/00,1,2
1020220006830,전자 장치에서 컨텍스트 데이터와 사용자 프로파일 데이터를 이용하여 저장 공간을 관리하는 방법 및 장치,20220117,G06F 3/06,5,7
1020220006175,습식 식각 방법 및 이를 이용한 반도체 소자 제조 방법.,20220114,H01L 21/311,3,7
1020220006048,해상 전파 음영지역 추정 및 안테나를 선택하는 방법 및 장치,20220114,H04B 7/155,2,8
1020220006172,디스플레이 프로텍터,20220114,B32B 7/12,1,9
1020220005912,디스플레이 장치,20220114,H10K 50/80,2,18
1020220005185,컨텐츠 제공 방법 및 장치,20220113,G06Q 50/10,12,12
1020220004854,"유기 발광 표시 장치, 이를 포함하는 전자 기기, 및 유기 발광 표시 장치의 제조 방법",20220112,H10K 99/00,4,19
1020220004334,컴프레셔가 구비된 비파괴 검사용 자분 자동 분사 및 자화 장치,20220111,B05B 7/14,1,0
1020220004075,에어로졸 생성 장치,20220111,A24F 40/50,3,4
1020220004333,스트롱 에러 정보를 관리하는 메모리 컨트롤러 및 그 동작방법,20220111,G06F 11/10,3,17
1020220004197,푸시버튼 분사 스위치가 구비된 비파괴 검사용 자분 자동 분사 및 자화 장치,20220111,B05B 7/14,1,0
1020220004298,자화 전극에 분사 노즐이 구비된 비파괴 검사용 자분 자동 분사 및 자화 장치,20220111,B05B 7/14,1,0
1020220004307,레퍼런스 셀을 포함하는 저항성 메모리 장치 및 그것의 동작 방법,20220111,G11C 11/16,9,0
1020220003623,비접촉 가축 체중 측정장치 및 그 방법,20220110,G01G 17/08,6,5
1020220003616,표시 장치 및 표시 장치 제조 방법,20220110,H10K 99/00,3,10
1020220001451,증강현실 기반 현장관리방법 및 서버,20220105,G06Q 50/08,5,10
1020220001639,디스플레이 장치,20220105,H10K 50/80,2,13
1020220001636,라이다 시스템의 운용 환경이 고려하여 점군 정보를 결정하기 위한 장치 및 방법,20220105,G01S 7/497,13,0
1020220001193,드론 기반의 무선통신 시스템의 핸드오버 방법 및 그 방법이 적용된 장치,20220104,H04W 36/30,3,4
1020220000933,감마-사이클로덱스트린 중합체를 포함하는 약학적 조성물 및 이의 용도,20220104,C08B 37/16,11,0
1020220000533,"비트할당방법, 오디오 부호화방법 및 장치, 오디오 복호화방법 및 장치, 기록매체와 이를 채용하는 멀티미디어 기기",20220103,G10L 19/26,4,3
1020210194168,반도체 패키지의 제조 방법,20211231,H01L 23/495,7,2
1020210194317,인지 시험 및 치료 장치,20211231,A61B 5/00,1,6
1020210193434,플렉서블 표시 장치,20211230,H01L 51/00,4,9
1020210193415,리드 프레임 및 이를 포함하는 반도체 패키지,20211230,H01L 23/495,5,13
1020210192903,공기 유압 펌프,20211230,F04F 5/14,2,6
1020210193438,단말기의 정보 처리 방법 및 장치,20211230,H04M 1/27453,21,14
1020210193414,리드 프레임 및 이를 포함하는 반도체 패키지,20211230,H01L 23/495,12,8
1020210191860,도전성 입자의 제조방법 및 도전성 입자,20211229,H01B 13/00,4,22
1020210191841,"에너지 변환 소자 제조장치, 에너지 변환 소자 제조방법 및 에너지 변환 소자",20211229,H10N 10/01,5,15
1020210191602,고체 산화물 수전해 시스템용 주변 설비 모듈 및 고체 산화물 수전해 시스템,20211229,C25B 15/00,3,7
1020210191117,호스트 및 스토리지 시스템을 포함하는 컴퓨팅 시스템,20211229,G06F 12/02,6,14
1020210191840,에너지 변환 소자 제조장치 및 이를 이용하는 에너지 변환 소자 제조방법,20211229,H10N 10/01,10,10
1020210190848,중계 서비스 시스템,20211229,G06Q 30/02,2,13
1020210191802,다층 회로 기판의 제조장치 및 다층 회로 기판의 제조방법,20211229,H05K 3/12,2,7
1020210190405,필터 일체형 안테나 시스템,20211228,H01Q 9/04,1,11
1020210190406,항공기 운동 모델 개발 시스템,20211228,B64F 5/00,2,5
1020210190410,플라이백 컨버터와 이를 포함하는 전력 시스템,20211228,H02M 3/335,15,0
1020210188992,회전식 식물 재배기,20211227,A01G 9/02,3,15
1020210188878,에어로졸 생성장치용 궐련 및 그 궐련을 사용하는 에어로졸 생성장치,20211227,A24D 3/10,4,3
1020210188991,회전식 식물 재배기,20211227,A01G 9/02,5,13
1020210188692,블록체인 기반의 디지털 결제 플랫폼 장치 및 그 방법,20211227,G06Q 20/36,6,9
1020210187763,저 기움각 신호원의 광선 추적 가속화 방법 및 장치,20211224,G06T 15/06,3,11
1020237005954,"효율적인 위치 등록을 위한 기지국 장치, 단말 장치, 제어 방법, 및 기억매체",20211224,H04W 36/00,14,9
1020210187765,유기발광 표시장치,20211224,H10K 50/80,5,18
1020210185673,원자 층 퇴적으로 형성된 전하 트래핑 층들,20211223,H01L 21/02,2,18
1020210186583,"해양 영상 실사화 방법, 해양 영상 실사화 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램",20211223,H04N 1/405,5,4
1020210186598,에어리어 카메라가 구비된 검사 장치 및 에어리어 카메라가 구비된 검사 장치를 이용한 검사 방법,20211223,G01N 21/88,7,2
1020210186601,표면 결함 검사 장치의 조명 모듈,20211223,G01N 21/88,3,5
1020210186602,5G 통신 중계기용 프린팅 리사이클 안테나 방사체의 제조방법,20211223,H01Q 1/38,1,3
1020210186582,"다중 선박 자율 항해 방법, 다중 선박 자율 항해 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램",20211223,B63B 79/40,7,6
1020210186599,전동화 부품의 회전체 검사 장치,20211223,G01M 13/023,4,4
1020210186600,전동화 부품의 헤어핀 검사 장치,20211223,G01N 21/88,4,5
1020210186595,"가교성 화합물, 이를 포함한 고체 전해질 형성용 조성물, 이를 이용한 고체 전해질 제조 방법, 고체 전해질 및 상기 고체 전해질을 포함한 전자 소자",20211223,H01B 1/12,5,12
1020210185381,임신중독증 진단용 바이오마커 조성물 및 이의 용도,20211222,G01N 33/68,10,0
1020210185380,임신중독증 진단용 바이오마커 조성물 및 이의 용도,20211222,G01N 33/68,10,0
1020210185404,"적응적인 파워 조절을 수행하는 메모리 컨트롤러, 이를 포함하는 메모리 시스템 및 메모리 시스템의 동작방법",20211222,G06F 1/3234,5,15
1020210184290,전지용 성형체 및 이를 포함하는 액체 금속 전지,20211221,H01M 10/39,3,11
1020210184328,유기 발광 소자,20211221,C09K 11/06,1,19
