appno,title,applicant,date,cpc,cpc_sec,total_c,ind_n,dep_n,strategy,ind_cats,emb_len,bg_len,tf_len,conn_포함하는,conn_구비하는,conn_이루어지는,structural,functional,bracket_ref,inline_ref,sil_hyeon,sil_ye,yeo_jeong,do_myeon,techproblem,techsolution
1020240045555,캠핑장소 추천 정보 제공 방법,주식회사 룬샷컴퍼니,20240403,G06Q 50/10	(2012.01),G,10,1,9,기타,기억매체,25100,679,106,9,0,0,9,4,105,0,False,True,False,False,False,False
1020240041764,넙치 유래 세포를 이용한 점액포자충의 증식방법,(주)피쉬케어,20240327,A01K 61/00	(2017.01),A,7,1,6,⑩ 방법단독,방법,5557,615,166,8,0,0,8,0,3,1,False,True,True,False,False,False
1020240046648,스로틀밸브 어셈블리 및 이를 포함하는 기판 처리 장치,주식회사 원익아이피에스,20240405,H01L 21/67	(2006.01),H,14,2,12,⑥ 장치+장치,장치|장치,9512,891,44,5,0,0,7,2,264,6,False,True,False,False,False,False
1020240046655,스로틀밸브 어셈블리 및 이를 포함하는 기판 처리 장치,주식회사 원익아이피에스,20240405,H01L 21/67	(2006.01),H,16,2,14,⑥ 장치+장치,장치|장치,13199,944,44,6,0,0,9,0,270,9,False,True,False,False,False,False
1020240046792,"메모리 컨트롤러, 이를 포함하는 스토리지 장치 및 그 동작 방법",에스케이하이닉스 주식회사,20240405,G06F 3/06	(2006.01),G,24,3,21,② 순수형,장치|장치|방법,14992,476,79,9,0,0,9,13,196,10,False,True,False,False,False,False
1020240046639,샤워헤드 어셈블리 및 이를 포함하는 기판 처리 장치,주식회사 원익아이피에스,20240405,H01J 37/32	(2006.01),H,11,2,9,⑥ 장치+장치,장치|장치,12462,567,54,7,0,0,12,1,299,11,False,True,False,False,False,False
1020240045860,"PC박스 헌치 보강재, 이를 포함하는 PC박스 및 PC박스 시공방법",주식회사 금강,20240404,E02D 29/045	(2006.01),E,7,1,6,⑨ 장치단독,장치,9436,1167,193,3,0,0,3,0,241,0,False,True,False,False,False,False
1020240030413,선박 엔진의 탑 브레이싱 장치의 테스트 장비,주식회사 진원하이드로릭,20240304,G01M 15/12	(2006.01),G,6,1,5,⑨ 장치단독,장치,26201,4030,142,6,0,0,8,6,141,7,False,True,True,False,False,False
1020240066389,메모리 장치¶메모리 장치{MEMORY DEVICE},에스케이하이닉스 주식회사,20240522,G11C 7/10	(2021.01),G,19,3,16,⑥ 장치+장치,장치|장치|장치,23771,367,21,10,0,0,10,3,122,9,False,True,False,False,False,False
1020240076375,칩 컨베이어장치¶칩 컨베이어장치{CHIP CONVEYOR APPARATUS},주식회사 성우테크,20240612,B23Q 11/00	(2006.01),B,4,1,3,⑨ 장치단독,장치,4697,2574,85,4,0,0,5,0,159,0,False,True,False,False,False,False
1020240065182,다이 본딩 설비 및 그 동작 방법¶다이 본딩 설비 및 그 동작 방법{Equipment for Bonding ,에스케이하이닉스 주식회사,20240520,H01L 21/18	(2024.01),H,12,2,10,② 순수형,장치|방법,9390,346,65,9,0,0,13,8,105,7,False,True,False,False,False,False
1020240065055,전자책 스크랩 관리 장치와 방법 및 스크랩 관리 서버¶전자책 스크랩 관리 장치와 방법 및 스크랩 관리 서버{,메가스터디교육 주식회사,20240520,G06Q 50/10	(2012.01),G,15,4,11,② 순수형,장치|장치|방법|물건,15113,1288,217,10,0,1,11,0,111,4,False,True,True,False,False,False
1020240067740,양방향 동시 통신을 수행하는 반도체 장치 및 반도체 시스템¶양방향 동시 통신을 수행하는 반도체 장치 및 반도,에스케이하이닉스 주식회사,20240524,G11C 7/22	(2015.01),G,32,3,29,⑥ 장치+장치,장치|장치|장치,57254,1067,73,15,0,0,16,31,643,13,False,True,False,True,False,False
1020240066967,웨이퍼 처리 장치 및 이를 이용한 웨이퍼 처리 방법¶웨이퍼 처리 장치 및 이를 이용한 웨이퍼 처리 방법{Ap,에스케이하이닉스 주식회사,20240523,H01L 21/67	(2006.01),H,20,2,18,② 순수형,장치|방법,16909,545,43,14,0,0,14,6,170,14,False,True,False,False,False,False
1020240069294,반도체 설계 시스템 및 이를 이용한 반도체 디바이스의 설계 방법¶반도체 설계 시스템 및 이를 이용한 반도체 ,에스케이하이닉스 주식회사,20240528,G06F 30/392	(2020.01),G,11,2,9,② 순수형,시스템|방법,15268,386,133,12,0,0,12,4,90,7,False,True,False,True,False,False
1020240070827,선박용 러더¶선박용 러더{RUDDER FOR SHIP},주식회사 강남씨엠,20240530,B63H 25/38	(2020.01),B,10,1,9,⑪ 물건단독,물건,4813,1720,70,1,0,0,3,1,114,0,False,True,False,False,False,False
1020240056168,작업반경이 확장된 스윙 로더 작업기,바우컴퍼니주식회사,20240426,E02F 3/38	(2006.01)¶E02F 3/382	(2013.01),E,15,1,14,⑨ 장치단독,장치,12388,592,55,1,0,6,10,0,390,24,False,True,False,True,False,False
1020240058498,스냅 슬라이드형 BIPV 시스템,세종인터내셔널주식회사,20240502,H02S 20/26	(2014.01)¶H02S 20/26	(2015.01),H,5,1,4,⑨ 장치단독,시스템,4765,2213,149,2,0,0,3,0,137,0,False,True,False,False,False,False
1020240040236,유지보수 편리성과 반사 및 흡음기능을 갖는 방음벽,유한회사 삼신기업,20240325,E01F 8/00	(2006.01)¶E01F 8/0023	(2013.01),E,6,1,5,⑪ 물건단독,물건,10491,637,195,0,0,3,8,0,337,8,False,True,False,True,False,False
1020240056297,매장 내의 동일인을 식별하는 고객 식별 방법 및 장치,메이즈 주식회사,20240426,G06F 16/583	(2019.01)¶G06F 16/5854	(2019.01),G,20,4,16,② 순수형,방법|방법|장치|장치,24287,446,45,14,0,0,18,2,153,7,False,True,True,False,False,False
1020240058500,스냅 슬라이드 방식 외장시스템,세종인터내셔널주식회사,20240502,E04F 13/08	(2006.01)¶E04F 13/0894	(2013.01),E,7,1,6,⑩ 방법단독,방법,5489,1498,146,4,0,0,5,0,162,0,False,True,False,False,False,False
1020240037085,로봇암을 포함하는 겐추리 이송장치,기득산업 주식회사,20240318,B25J 9/02	(2006.01)¶B25J 9/026	(2013.01),B,2,1,1,⑨ 장치단독,장치,8357,588,91,1,0,0,6,0,81,12,False,True,True,False,False,False
1020240045152,플랙시블 라인형 LED 바닥 신호등 제조방법 및 그 시공방법,(주)에이원트래픽알앤디,20240403,G08G 1/095	(2006.01)¶G08G 1/095	(2013.01),G,2,1,1,⑩ 방법단독,방법,3579,677,107,0,0,0,0,0,35,2,False,True,False,False,False,False
1020240048644,안마기구용 2중 안전센서 시스템,(주)성우메디텍,20240411,A61H 37/00	(2006.01)¶A61H 37/00	(2013.01),A,4,1,3,⑨ 장치단독,시스템,3402,285,111,0,0,0,1,0,65,1,False,True,False,False,False,False
1020240054555,열전도 기능이 개선된 안마용 온열볼,(주)성우메디텍,20240424,A61H 15/02	(2006.01)¶A61H 15/02	(2013.01),A,4,1,3,⑪ 물건단독,물건,2480,625,105,1,0,2,5,0,42,0,False,True,False,False,False,False
1020240069896,소용량 리크와 대용량 리크를 모두 검출할 수 있는 진공 리크 검출 판정 방법,주식회사 인테크코리아,20240529,G01M 3/34	(2006.01)¶G01M 3/34	(2013.01),G,1,1,0,⑩ 방법단독,방법,4807,1023,90,1,0,0,5,0,117,0,True,True,False,False,False,False
1020240057214,매장 내의 동일 객체를 추적하는 객체 추적 방법 및 장치,메이즈 주식회사,20240429,G06T 7/292	(2017.01)¶G06T 7/292	(2017.01),G,16,2,14,② 순수형,방법|장치,20256,724,47,10,0,0,10,5,174,9,False,True,True,False,False,False
1020240073662,IoT기술을 활용한 노래방 관리 시스템,(주)아이피로드¶강철지,20240605,G06Q 50/10	(2012.01),G,8,1,7,⑨ 장치단독,시스템,12141,572,325,8,0,0,10,0,202,0,False,True,True,False,False,False
1020240071971,"조달 업무를 지원하기 위한 컴퓨터 프로그램, 방법 및 컴퓨터 장치",주식회사 마이딜,20240531,G06Q 30/0601	(2023.01),G,13,3,10,⑤ 방법+기억매체,기억매체|방법|물건,33591,539,62,8,0,0,8,4,241,0,False,True,False,False,False,False
1020240056173,유압커플러를 구비한 작업반경이 확장된 스윙 로더 작업기,바우컴퍼니주식회사,20240426,E02F 3/38	(2006.01)¶E02F 3/382	(2013.01),E,15,1,14,⑨ 장치단독,장치,12425,592,91,1,0,6,10,0,385,24,False,True,False,True,False,False
1020240069870,조립성이 우수한 포장제품의 다열 자동 중량 계측 장치,주식회사 인테크코리아,20240529,G01G 11/00	(2006.01)¶G01G 11/003	(2013.01),G,3,1,2,⑨ 장치단독,장치,3405,564,141,2,0,0,5,0,127,0,True,True,False,False,False,False
1020240051254,정착부 확장성이 향상된 지반 보강용 파일 및 그 시공방법,(주)진양비지엠텍,20240417,E02D 5/56	(2006.01),E,4,2,2,⑩ 방법단독,물건|방법,3627,1028,148,1,0,1,7,0,67,1,False,True,False,False,False,False
1020240048756,"차수성이 개선된 그라우트 주입재 제조방법, 이에 의해 제조된 그라우트 주입재 및 이를 이용한 그라우팅 시공방",주식회사 에스티,20240411,C09K 17/10	(2006.01)¶C09K 17/10	(2013.01),C,5,2,3,② 순수형,방법|장치,2993,406,147,1,0,2,3,0,4,0,False,True,False,False,False,False
1020240047657,고속 열원을 포함하는 원자층 식각 장치,오스 주식회사,20240408,H01L 21/67	(2006.01),H,11,2,9,⑥ 장치+장치,장치|장치,23885,471,101,4,0,0,4,0,458,2,False,True,False,False,False,False
1020240054184,기판 이송 로봇 검사 장치 및 그 방법,에스케이하이닉스 주식회사,20240423,H01L 21/677	(2006.01),H,27,3,24,② 순수형,장치|장치|방법,11297,428,63,3,0,0,3,15,264,8,False,True,False,True,False,False
1020240073661,음향신호기를 이용한 시각장애인 안내시스템,(주)아이피로드¶강철지,20240605,G08G 1/005	(2006.01),G,6,1,5,⑨ 장치단독,시스템,11392,534,256,6,0,0,6,0,239,0,False,True,True,False,False,False
1020240072897,사골 농축액 제조방법 및 이에 의해 제조된 사골 농축액,주식회사 항하사,20240604,A23L 13/20	(2016.01),A,7,2,5,⑦ 방법+방법,방법|방법,5994,1900,135,2,0,0,2,0,0,0,False,True,False,False,False,False
1020240045147,정착부 확장형 지반 보강용 파일 및 그 시공방법,(주)진양비지엠텍¶주식회사 보강테크,20240403,E02D 5/56	(2006.01),E,4,2,2,⑩ 방법단독,물건|방법,3529,1028,143,1,0,1,3,0,62,2,False,True,False,False,False,False
1020240065075,교통신호제어기를 활용한 자율주행시스템,(주)아이피로드¶강철지,20240520,B60W 60/00	(2020.01),B,7,1,6,⑨ 장치단독,시스템,13673,375,307,7,0,0,7,5,226,0,False,True,True,False,False,False
1020240049971,배터리장치 주수시스템,(주)이투지,20240415,H01M 10/42	(2014.01),H,7,2,5,⑥ 장치+장치,시스템|시스템,13405,718,316,9,0,0,9,0,345,0,False,True,True,False,False,False
1020230187939,ML 이용한 비정상 운전조건 모니터링 시스템 및 이를 이용한 방법,주식회사 성광이엔에프¶한국기계연구원,20231221,F23G 5/50	(2006.01),F,8,2,6,② 순수형,시스템|방법,15856,1228,289,7,0,0,7,5,99,3,False,True,True,False,False,False
1020230188469,공정유량 진단방법 및 이를 위한 기판 처리 장치,주식회사 원익아이피에스,20231221,H01L 21/67	(2006.01),H,14,2,12,⑩ 방법단독,방법|물건,12846,798,51,7,0,0,7,6,65,4,False,True,False,False,False,False
1020240018352,반도체 메모리 장치 및 이의 동작 방법,에스케이하이닉스 주식회사,20240206,G11C 7/06	(2021.01),G,19,4,15,② 순수형,장치|방법|장치|방법,41111,970,62,17,0,0,20,7,305,11,False,True,False,True,False,False
1020240006743,반도체 소자의 갭필 방법 및 이를 활용한 반도체 소자의 제조방법,주식회사 원익아이피에스,20240116,H01L 21/02	(2006.01),H,10,2,8,⑦ 방법+방법,방법|방법,10231,1187,50,7,0,0,12,0,108,3,False,True,False,True,False,False
1020240000514,온도 분포와 압력 변화를 이용한 초음파 수도미터의 유량 측정 및 옥외 누수 감지 방법과 그 초음파 수도미터,하이텍앤솔 주식회사,20240102,G01F 1/667	(2022.01),G,22,4,18,⑦ 방법+방법,방법|물건|방법|물건,13683,2199,157,6,0,2,8,7,40,6,False,True,True,False,False,False
1020240000544,OWE 기반의 안전하고 경량화된 BACnet 프로토콜 및 시스템,주식회사 오픈에스지,20240102,H04L 9/40	(2022.01),H,8,2,6,⑨ 장치단독,물건|시스템,2509,666,205,1,0,0,1,4,0,3,False,True,False,False,False,False
1020230194383,냉각부재 및 이를 포함하는 배터리모듈,엘티정밀 주식회사,20231228,H01M 10/653	(2014.01),H,5,1,4,⑨ 장치단독,장치,16019,2990,131,3,0,0,3,0,80,11,False,True,True,False,False,False
1020240009619,다이 이젝팅 장치,에스케이하이닉스 주식회사¶주식회사 에프엘씨,20240122,H01L 21/67	(2006.01),H,17,1,16,⑨ 장치단독,장치,23512,1005,74,14,1,0,21,1,638,8,True,True,False,False,False,False
1020240009621,박형 이젝팅 플레이트를 포함하는 다이 이젝팅 장치,에스케이하이닉스 주식회사¶주식회사 에프엘씨,20240122,H01L 21/67	(2006.01),H,14,3,11,⑥ 장치+장치,장치|장치|장치,21965,1003,134,13,0,0,19,1,534,7,True,True,False,False,False,False
1020240008907,가스 공급용 어댑터 및 이를 포함하는 기판 처리 장치,주식회사 원익아이피에스,20240119,H01J 37/32	(2006.01),H,9,2,7,⑨ 장치단독,물건|장치,6306,1215,44,2,0,0,7,1,200,4,False,True,False,False,False,False
1020240000918,가스 공급 시스템 및 이를 활용한 가스 공급 방법,에스케이하이닉스 주식회사,20240103,H01L 21/67	(2006.01),H,19,2,17,② 순수형,시스템|방법,13842,888,84,11,0,0,13,6,202,2,True,True,False,False,False,False
1020240000929,"저항성 메모리 셀, 이를 포함하는 저항성 메모리 어레이, 및 저항성 메모리 셀의 제조방법",에스케이하이닉스 주식회사,20240103,H10N 70/20	(2023.01),H,20,3,17,⑧ 물건+물건,물건|물건|방법,17181,570,96,21,0,0,21,0,231,10,False,True,False,False,False,False
1020230196075,플러스DR 최대 입찰 가능량 산정 시스템,(주)에코브레인,20231229,G06Q 50/06	(2024.01),G,6,1,5,⑨ 장치단독,시스템,7110,621,269,5,0,0,5,3,107,0,False,True,True,False,False,False
1020240002958,봉상 구조체 설치용 브라켓 어셈블리 및 이를 포함하는 밸브 어셈블리,주식회사 원익아이피에스,20240108,G01D 11/30	(2006.01),G,12,2,10,⑥ 장치+장치,장치|장치,4535,1241,57,8,0,0,14,0,145,2,False,True,False,False,False,False
1020240002963,기판 이송 시스템 및 이의 기판 적재 상태 모니터링 방법,주식회사 원익아이피에스,20240108,H01L 21/67	(2006.01),H,12,2,10,① 교차형,시스템|방법,7127,803,49,7,0,0,8,9,115,5,False,True,False,False,False,False
1020240007195,비침습 혈당 측정 장치의 정확도와 정밀도를 높이기 위한 방법,주식회사 우리아이오,20240117,A61B 5/145	(2025.01),A,10,1,9,⑩ 방법단독,방법,6676,2759,207,1,0,1,2,0,0,8,True,True,False,False,False,False
1020230184860,수산물 건조장치,주식회사 와이드제주,20231218,A23B 4/03	(2006.01),A,6,1,5,⑨ 장치단독,장치,5807,466,140,6,0,0,8,0,118,0,False,True,True,False,False,False
1020240015978,저전력 난방온수 탄소히팅패널 시스템,주식회사 와이에이치에스앤티,20240201,F24D 13/02	(2006.01),F,3,1,2,⑨ 장치단독,시스템,3658,938,106,0,0,4,4,1,62,2,False,True,False,False,False,False
1020240013625,위치기반 여행 동행자 매칭 시스템¶위치기반 여행 동행자 매칭 시스템 {SYSTEM FOR MATCHING L,주식회사 트립소다,20240130,G06Q 50/10,G,18,2,16,⑥ 장치+장치,시스템|시스템,11052,368,58,0,0,0,0,4,161,1,False,True,False,False,False,False
1020240014144,기판 처리 장치의 클리닝 방법 및 이를 활용한 박막 형성 방법,주식회사 원익아이피에스,20240130,H01L 21/02	(2006.01),H,7,2,5,⑦ 방법+방법,방법|방법,9042,961,49,7,0,0,9,3,125,4,False,True,False,False,False,False
1020240027885,광학 멤브레인을 포함하는 반도체 장치의 제조방법,에스케이하이닉스 주식회사,20240227,G03F 1/62	(2012.01),G,20,2,18,⑦ 방법+방법,방법|방법,10346,298,71,32,0,0,32,0,229,4,False,True,False,False,False,False
1020240018967,저온 실리콘 질화막 형성 방법,주식회사 원익아이피에스,20240207,H01L 21/02	(2006.01),H,9,1,8,⑩ 방법단독,방법,8347,1133,54,3,0,0,4,15,54,1,False,True,False,False,False,False
1020240018962,박막 형성 방법 및 이를 활용한 반도체 소자의 제조방법¶박막 형성 방법 및 이를 활용한 반도체 소자의 제조방,주식회사 원익아이피에스,20240207,H10P 14/6336,H,22,4,18,⑦ 방법+방법,방법|방법|방법|방법,11317,458,45,6,0,0,12,10,119,6,False,True,False,False,False,False
1020240007984,"메모리 장치, 메모리 장치의 동작 방법 및 메모리 장치를 포함하는 스토리지 장치",에스케이하이닉스 주식회사,20240118,G11C 29/56	(2015.01),G,20,3,17,② 순수형,장치|방법|장치,12370,352,21,9,0,0,9,9,241,6,False,True,False,False,False,False
1020240008102,작업성이 향상된 파이프 단열용 에어로젤 단열재,무진테크(주),20240118,F16L 59/02	(2024.01),F,7,2,5,⑧ 물건+물건,물건|물건,5654,930,151,0,0,2,2,0,140,10,False,True,False,True,False,False
1020240024143,세절기,(주)회도리,20240220,A22C 25/20	(2006.01),A,5,1,4,⑨ 장치단독,장치,22176,2215,64,5,0,0,5,0,229,12,False,True,True,False,False,False
1020240027311,데이터의 무결성을 보장하는 스토리지 시스템 및 그 동작 방법,에스케이하이닉스 주식회사,20240226,G06F 3/06	(2006.01),G,20,4,16,② 순수형,시스템|방법|시스템|시스템,9415,363,75,9,0,0,9,3,108,8,False,True,False,False,False,False
1020240027280,반도체 메모리 장치 및 그 제조방법,에스케이하이닉스 주식회사,20240226,H10B 80/00	(2023.01),H,18,3,15,② 순수형,장치|장치|방법,23761,397,88,29,0,0,29,0,163,3,False,True,False,False,False,False
1020240027294,산소포화도 측정장치 및 측정방법,주식회사 모스터일렉,20240226,A61B 5/1455	(2006.01),A,5,2,3,② 순수형,장치|방법,4460,1132,96,1,0,3,4,3,39,1,False,True,False,True,False,False
1020230190704,다품종 품질 검사를 위한 로봇 활용 인공지능 비전검사 및 실시간 모니터링 시스템,주식회사 데브,20231226,G01N 21/88	(2006.01),G,6,1,5,⑨ 장치단독,시스템,4761,732,472,1,0,3,4,3,125,3,False,True,False,False,False,False
1020230187273,"유량 제어용 밸브 어셈블리, 유량 제어방법 및 이를 포함하는 기판 처리 장치",주식회사 원익아이피에스,20231220,H01L 21/67	(2006.01),H,13,3,10,① 교차형,장치|장치|방법,12453,925,57,7,0,0,9,3,262,6,False,True,False,False,False,False
1020240015214,연료전지용 가스분배기,테라릭스 주식회사,20240131,H01M 8/04082	(2016.01),H,7,1,6,⑨ 장치단독,장치,3302,798,238,2,0,0,2,0,53,0,False,True,False,False,False,False
1020240015213,공냉식 연료전지를 위한 방수 방진 시스템,테라릭스 주식회사,20240131,H01M 8/04014	(2016.01),H,7,1,6,⑨ 장치단독,시스템,5351,1011,222,3,0,0,3,0,121,0,False,True,False,False,False,False
1020240012389,가교제 프리 포토레지스트를 활용한 네거티브 패턴 형성방법,에스케이하이닉스 주식회사¶엠에이치디 주식회사¶와이씨켐 주식회사,20240126,G03F 7/038	(2006.01),G,4,1,3,⑩ 방법단독,방법,14386,760,101,6,0,0,6,0,8,2,True,True,False,True,False,False
1020240021826,광시야각 확보 고소작업차용 경량화 캐빈,주식회사 비에스이엔지,20240215,B62D 33/06	(2006.01),B,13,1,12,⑪ 물건단독,물건,7100,723,101,0,0,7,7,0,222,11,False,True,False,False,False,False
1020240021395,원자층 식각을 위한 기판 처리 장치¶원자층 식각을 위한 기판 처리 장치{SUBSTRATE PROCESSING,오스 주식회사,20240215,H01J 37/32	(2006.01),H,23,2,21,⑥ 장치+장치,장치|장치,25322,471,116,10,0,0,11,0,433,2,False,True,False,False,False,False
1020230188139,철도 직교류 혼용 급전 해석을 위한 회로 모델링 방법,인터모빌리티(주),20231221,B60M 3/00	(2006.01),B,5,1,4,⑩ 방법단독,방법,4537,1045,222,3,0,0,3,0,0,0,False,True,False,False,False,False
1020240015054,금속 산화막의 질화방법 및 이를 활용한 반도체 소자의 제조방법,주식회사 원익아이피에스,20240131,H01L 21/02	(2006.01),H,12,2,10,⑦ 방법+방법,방법|방법,7150,556,48,7,0,0,9,4,94,4,False,True,False,False,False,False
1020240009579,기판 처리 시스템 및 이를 위한 기판 지지 장치,주식회사 원익아이피에스,20240122,H01J 37/32	(2006.01),H,14,2,12,⑥ 장치+장치,시스템|장치,10522,502,41,11,0,0,12,2,304,5,False,True,False,False,False,False
1020230184594,신약 후보 물질 발굴을 위한 다중 인스턴스 GPU 기반 시스템,(주) 칼리시,20231218,G16C 20/62	(2019.01)¶G16C 20/62	(2019.02),G,18,3,15,⑥ 장치+장치,시스템|시스템|시스템,33872,1177,100,13,0,0,14,8,309,9,False,True,True,False,False,False
1020240012876,자동 데이터 백업 이중화 장치와 최적제어 알고리즘을 적용한 완벽한 보안 확보가 가능한 원격운전 및 경보 통제,정종호¶한국환경공단¶오리온시스템즈 주식회사,20240129,G05B 19/05	(2006.01)¶G05B 19/058	(2013.01),G,7,1,6,⑩ 방법단독,방법,7931,1960,449,5,0,0,5,10,30,0,False,False,False,False,False,False
1020230192630,유리병 화학강화장치,주식회사 금비,20231227,C03C 21/00	(2006.01)¶C03C 21/002	(2013.01),C,6,1,5,⑨ 장치단독,장치,8020,920,210,5,0,0,5,0,190,0,False,True,False,False,False,False
1020240003413,지형적 한계를 극복한 외줄 하강시설 및 그 시공방법,에코테인먼트코리아 주식회사,20240109,B61B 12/02	(2006.01)¶B61B 12/02	(2013.01),B,2,1,1,⑨ 장치단독,장치,4189,404,140,0,0,2,2,0,80,2,False,True,False,False,False,False
1020240020999,냉각 육각수를 이용한 하수관로 악취 차단장치,(주)해인시스템,20240214,E03F 5/10	(2006.01)¶E03F 5/105	(2013.01),E,7,1,6,⑨ 장치단독,장치,8719,2464,180,5,0,0,7,2,197,0,False,True,False,False,False,False
1020230194189,태양광 추적식 영농형 태양광 시스템,청봉산업 주식회사,20231228,H02S 20/32	(2014.01)¶H02S 20/32	(2015.01),H,4,1,3,⑨ 장치단독,시스템,4667,428,149,1,0,4,5,1,73,7,False,True,False,False,False,False
1020240003572,강제팽창식 부력튜브를 갖는 고속단정,(주)우남마린,20240109,B63B 7/08	(2020.01)¶B63B 7/082	(2013.01),B,2,2,0,⑧ 물건+물건,물건|물건,7505,2554,369,4,0,0,5,0,204,11,False,True,False,True,False,False
1020240004000,현장 시공성이 개선된 케이블 장력 계측 및 부식 검측장치,주식회사 브리텍¶유문식,20240110,G01L 5/04	(2020.01)¶G01L 5/04	(2013.01),G,5,1,4,⑨ 장치단독,장치,3668,672,155,1,0,1,4,0,71,0,False,True,False,False,False,False
1020240021398,원자층 식각을 위한 기판 처리 장치,오스 주식회사,20240215,H01L 21/67	(2006.01),H,12,2,10,⑥ 장치+장치,장치|장치,25322,471,116,3,0,0,3,0,433,2,False,True,False,False,False,False
1020240015960,작업차량용 캐빈 공조 구조,주식회사 와이에이치에스앤티,20240201,B60H 1/00	(2006.01),B,11,1,10,⑪ 물건단독,물건,16314,319,165,0,0,3,5,0,597,14,False,True,False,False,False,False
1020240021399,고속 열원을 포함하는 원자층 식각 장치,오스 주식회사,20240215,H01L 21/67	(2006.01),H,11,2,9,⑥ 장치+장치,장치|장치,25322,519,116,5,0,0,5,9,433,2,False,True,False,False,False,False
1020240018970,웨이퍼 처리 시스템 및 이를 이용한 웨이퍼 이상 검출 방법,에스케이하이닉스 주식회사,20240207,H01L 21/67	(2006.01),H,27,5,22,② 순수형,시스템|시스템|방법|시스템|시스템,13286,701,110,13,0,0,15,11,177,7,False,True,False,False,False,False
1020240021396,원자층 식각을 위한 기판 처리 장치,오스 주식회사,20240215,H01L 21/67	(2006.01),H,18,2,16,⑥ 장치+장치,장치|장치,25322,511,116,15,0,0,15,0,433,2,False,True,False,False,False,False
1020240017615,반도체 집적 회로 장치 및 그 제조방법,에스케이하이닉스 주식회사,20240205,H10B 12/00	(2023.01),H,24,4,20,② 순수형,장치|방법|장치|방법,19652,489,121,16,0,0,16,0,262,3,False,True,False,False,False,False
1020240021662,"진동 분산이 가능한 내진장치, 이를 포함하는 계장제어반 및 계장제어반 운영시스템",(주)에코산전,20240215,G01R 31/34	(2006.01),G,8,2,6,⑥ 장치+장치,시스템|시스템,23505,772,281,6,0,0,6,0,272,0,False,True,True,False,False,False
1020240022408,워드라인을 그룹핑하는 스토리지 장치 및 그 동작 방법,에스케이하이닉스 주식회사,20240216,G11C 16/08	(2006.01),G,20,2,18,② 순수형,장치|방법,19542,680,73,6,0,0,6,3,131,8,False,True,False,False,False,False
1020230181621,맛과 취식 편이성이 향상된 경옥고 젤리 및 그 제조방법¶맛과 취식 편이성이 향상된 경옥고 젤리 및 그 제조방,농업회사법인 앤제이메디칼 주식회사,20231214,A23L 21/15,A,14,4,10,⑦ 방법+방법,방법|물건|방법|물건,5448,1281,116,2,0,0,2,0,0,0,False,True,False,False,False,False
1020230183264,복합막 증착 방법 및 다층 박막 증착 방법,주식회사 원익아이피에스,20231215,C23C 16/455	(2006.01),C,9,2,7,⑦ 방법+방법,방법|방법,11247,971,90,7,0,0,8,6,58,6,False,True,False,False,False,False
1020230183337,메모리 장치,에스케이하이닉스 주식회사,20231215,G11C 16/14	(2006.01),G,20,3,17,⑥ 장치+장치,장치|장치|장치,13490,333,21,3,0,0,17,0,128,6,False,True,False,False,False,False
1020230183354,메모리 장치,에스케이하이닉스 주식회사,20231215,G11C 16/10	(2006.01),G,20,2,18,⑥ 장치+장치,장치|장치,33292,447,21,12,0,0,16,1,110,12,False,True,False,False,False,False
1020240014155,기판 처리 장치 및 이를 이용한 박막 형성 방법,주식회사 원익아이피에스,20240130,C23C 16/52	(2018.01),C,15,2,13,② 순수형,장치|방법,8457,587,41,3,0,0,7,8,147,5,False,True,False,False,False,False
1020230188489,박막 증착 방법 및 이를 이용한 반도체 소자의 하드 마스크막 형성 방법,주식회사 원익아이피에스,20231221,H01L 21/02	(2006.01),H,8,2,6,⑦ 방법+방법,방법|방법,13005,620,87,4,0,0,4,0,212,2,False,True,False,False,False,False
1020230188543,"레이저 광의 최적 포커스 도출방법, 웨이퍼 노광 장비의 포커스 모니터링 방법 및 이를 위한 웨이퍼 노광 장비",에스케이하이닉스 주식회사,20231221,G03F 9/00	(2006.01),G,18,3,15,② 순수형,방법|방법|시스템,25261,1460,89,10,0,0,10,7,19,14,True,True,False,False,False,False
1020240015004,입/출력 신호 처리 회로와 이를 포함하는 반도체 장치 및 데이터 처리 시스템,에스케이하이닉스 주식회사,20240131,G11C 7/10	(2021.01),G,25,3,22,⑥ 장치+장치,장치|장치|시스템,16835,888,128,8,0,0,8,0,186,5,False,True,False,False,False,False
1020240009568,유전막 형성방법¶유전막 형성방법{Method of Forming Dielectric Film},주식회사 원익아이피에스,20240122,H10D 1/68,H,24,6,18,⑦ 방법+방법,방법|방법|방법|방법|방법|방법,17072,481,80,24,0,0,26,8,207,10,False,True,False,True,False,False
1020240021326,체압 분산 매트리스,주식회사 엔에스비에스,20240214,A61G 7/057	(2006.01),A,7,1,6,⑪ 물건단독,물건,4228,1092,117,1,0,0,6,0,36,14,False,True,False,True,False,False
1020240026430,맞춤형 AI 워케이션 추천을 위한 데이터 수집 시스템 및 이를 이용한 맞춤형 AI 워케이션 추천 시스템,주식회사 플렉싱크,20240223,G06F 16/31	(2019.01),G,14,2,12,⑥ 장치+장치,시스템|시스템,14233,1020,336,14,0,0,14,2,166,0,False,True,True,False,False,False
