출원번호,발명의 명칭,출원일자,CPC,독립항 수,종속항 수
1020217040946,도금 장치 및 기포 제거 방법,20210310,C25D 21/10,2,11
1020227032379,"땜납 합금, 땜납 볼 및 땜납 조인트",20210310,B23K 35/26,6,3
1020227004039,심초 굴착기,20210309,E02F 3/413,1,5
1020210030130,다이 본딩 장치 및 반도체 장치의 제조 방법,20210308,H01L 21/67,6,9
1020227011235,도금 모듈을 조정하는 방법,20210305,C25D 21/12,6,14
1020210028766,다이 본딩 장치 및 반도체 장치의 제조 방법,20210304,H01L 21/67,10,13
1020210028568,탈지로 및 탈지 방법,20210304,C04B 35/638,14,0
1020210028028,"상태 추정 장치, 제어 밸브, 상태 추정 프로그램 및 상태 추정 방법",20210303,F01L 1/344,8,10
1020210027853,보냉 백 및 절첩 가능한 보냉 백,20210303,B65D 81/38,9,8
1020210028019,"상태 추정 장치, 제어 밸브, 상태 추정 프로그램 및 상태 추정 방법",20210303,F01L 1/344,15,15
1020237008184,"기판 홀더, 도금 장치 및 도금 장치의 제조 방법",20210303,C25D 17/06,6,4
1020210028032,"상태 추정 장치, 제어 밸브, 상태 추정 프로그램 및 상태 추정 방법",20210303,F01L 1/344,15,13
1020210028016,"상태 추정 장치, 제어 밸브, 상태 추정 프로그램 및 상태 추정 방법",20210303,F01L 1/344,14,12
1020210027498,판의 박리 방법,20210302,B65H 41/00,2,3
1020210025433,"위치 결정 장치, 위치 결정 방법, 수지 성형 시스템, 및 수지 성형품의 제조 방법",20210225,B29C 43/58,4,2
1020210025437,"수지 성형품의 제조 방법, 수지 성형 장치",20210225,B29C 43/58,3,3
1020217039572,도금 장치 및 도금 장치의 기포 제거 방법,20210225,C25D 17/06,4,8
1020210025507,기판 처리 방법 및 기판 처리 장치,20210225,H01L 21/311,2,12
1020210024874,"퍼지 노즐 유닛, 적재대, 로드 포트 및 스토커",20210224,H01L 21/673,6,0
1020210024557,다이 본딩 장치 및 반도체 장치의 제조 방법,20210224,H01L 21/67,3,15
1020210023954,증착 마스크 유닛의 제작 방법,20210223,C23C 14/04,3,17
1020210023793,"서버 디바이스, 통신 시스템, 및 비일시적 컴퓨터 판독가능 기록 매체",20210223,H04N 21/63,3,7
1020210023211,반도체 장치,20210222,H01L 29/786,6,0
1020210023081,기판의 도금에 사용되는 산화구리 분체,20210222,C25D 3/38,1,2
1020227033601,기판 처리 방법 및 기판 처리 장치,20210222,H01L 21/02,2,6
1020217035358,도금 장치,20210222,C25D 21/10,2,2
1020210023102,"서버 디바이스, 정보 처리 방법, 및 비일시적 컴퓨터 판독가능 기록 매체",20210222,H04N 21/63,3,6
1020227034653,"땜납 합금, 땜납 분말, 솔더 페이스트, 땜납 볼, 솔더 프리폼 및 땜납 이음",20210219,B23K 35/26,18,8
1020227035027,"땜납 합금, 땜납 분말, 솔더 페이스트, 땜납 볼, 솔더 프리폼 및 땜납 이음",20210219,B23K 35/26,17,25
1020210022548,검사 장치,20210219,G01R 31/28,4,4
1020210021771,"전자사진용 회전가능 가압체 및 그 제조 방법, 및 정착 장치",20210218,G03G 15/20,4,4
1020210020947,"반도체 장치의 제조 방법, 기판 처리 장치 및 기록 매체",20210217,H01L 21/02,3,14
1020210021112,"제어 장치, 로봇, 학습 장치, 로봇 시스템 및 방법",20210217,B25J 13/08,17,4
1020210019312,"불화이트륨 용사 재료 및 옥시불화이트륨 성막 부품, 및 그들의 제조 방법",20210210,C23C 4/10,1,1
1020210019115,안테나 세그먼트 및 유도 결합 플라스마 처리 장치,20210210,H01J 37/32,2,5
1020210018794,전기 회로 차단 장치,20210210,H01H 39/00,2,2
1020210019118,유도 결합 안테나 및 플라스마 처리 장치,20210210,H01J 37/32,5,3
1020210018066,"물고기 낚시용 릴, 제동력 제어 시스템 및 제동력 설정 장치",20210209,A01K 89/0155,5,2
1020210018064,어깨 벨트를 갖는 낚시용 가방,20210209,A01K 97/20,6,3
1020227031749,"납 프리 또한 안티몬 프리의 땜납 합금, 땜납 볼 및 땜납 이음",20210208,B23K 35/26,5,6
1020227031751,"납 프리 또한 안티몬 프리의 땜납 합금, 땜납 볼 및 땜납 이음",20210208,B23K 35/26,6,4
1020217027248,폴리아민 화합물의 제조 방법 및 그의 응용,20210205,C08G 18/83,25,7
1020217027249,"티오우레탄 수지 원료의 제조 방법 및 그의 응용, 폴리티올 조성물의 제조 방법 및 그의 응용, 그리고 폴리티올 조성물",20210205,C08J 11/10,14,23
1020227028505,공중합체,20210204,C08F 210/02,1,5
1020210015109,낚시용 루어,20210203,A01K 85/16,2,8
1020210014577,"제거 기구, 수지 성형 장치 및 제조 방법",20210202,H01L 21/67,3,3
1020227015869,감광성 수지 조성물 및 화상 표시 장치,20210202,G03F 7/004,3,6
1020210014580,"유압 서보 밸브의 제어 장치, 유압 서보 밸브의 제어 방법, 유압 서보 밸브의 제어 프로그램",20210202,F15B 13/04,9,5
1020210014603,발수 제품 및 발수 제품을 제조하는 방법,20210202,A44B 19/32,3,4
1020210012793,폴리이미드 전구체 조성물 및 폴리이미드 필름/기재 적층체,20210129,C08G 73/18,9,7
1020210012184,반도체 장치 및 그 제작 방법,20210128,H01L 29/786,5,4
1020210011309,선박,20210127,B63H 25/04,45,12
1020210011324,세라믹 히터 및 열전대 가이드,20210127,H01L 21/687,6,6
1020210011235,증착 마스크의 제조 방법 및 제조 장치,20210127,C23C 14/04,6,10
1020210011320,세라믹 히터,20210127,H01L 21/687,7,4
1020210011322,세라믹 히터,20210127,H05B 3/14,6,1
1020210010712,점착 시트,20210126,C09J 7/20,1,11
1020210010608,"적층 기판, 적층체의 제조 방법, 적층체, 전자 디바이스용 부재 구비 적층체, 전자 디바이스의 제조 방법",20210126,C03C 17/34,11,2
1020210009923,키 제어 장치 및 선박,20210125,B63H 25/04,4,13
1020210009884,성막 방법,20210125,C23C 16/455,1,12
1020210009926,연료 제어 장치 및 키 제어 장치,20210125,F02D 29/02,5,15
1020210009943,"모터 제어 방법, 모터 구동 장치, 산업용 로봇의 제어 방법 및 산업용 로봇",20210125,H02P 21/14,4,13
1020210009920,표면 보호 필름,20210125,C09J 7/22,3,4
1020210008941,발광 소자,20210121,H01L 51/50,6,6
1020210008611,"발광 소자, 발광 장치, 전자 기기, 및 조명 장치",20210121,H01L 51/50,2,8
1020217034719,도금 장치 및 기판의 막 두께 측정 방법,20210120,C25D 21/12,2,2
1020210007883,"모터 제어 방법, 모터 구동 장치, 산업용 로봇의 제어 방법 및 산업용 로봇",20210120,H02P 21/00,8,5
1020210007487,"방향성 결합기, 기판을 처리하는 장치 및 기판을 처리하는 방법",20210119,H01J 37/32,3,13
1020210006582,검사 소켓,20210118,G01R 1/04,4,2
1020210005940,반도체 장치,20210115,G09G 3/36,1,4
1020210005957,"모터 제어 장치, 다이 본딩 장치 및 반도체 장치의 제조 방법",20210115,H02P 5/46,3,12
1020210005447,영농 시스템 및 농작업기,20210114,G06Q 50/02,1,2
1020210005014,"모터 제어 방법, 모터 구동 장치, 산업용 로봇의 제어 방법 및 산업용 로봇",20210114,B25J 9/16,7,1
1020210005259,"다이 본딩 장치, 반도체 장치의 제조 방법, 및 박리 장치",20210114,H01L 21/67,11,8
1020210004633,"발광 소자, 발광 장치, 표시 장치, 전자 기기 및 조명 장치",20210113,H01L 51/50,2,10
1020210004631,"연료 공급 제어 장치, 연료 공급 제어 방법 및 연료 공급 제어 프로그램을 기록한 기록 매체",20210113,B63H 21/38,4,4
1020210003802,기판 처리 방법 및 기판 처리 장치,20210112,H01L 21/311,4,2
1020210003869,플럭스 및 솔더 페이스트,20210112,B23K 35/362,17,4
1020210002310,측정 장치 및 성막 장치,20210108,G01N 21/47,2,6
1020210001923,"기판 홀더용의 기판 착탈부, 이것을 구비한 습식 기판 처리 장치, 기판 처리 장치 및 기판 반송 방법",20210107,H01L 21/677,3,10
1020210001880,"반도체 장치, 표시 장치, 및 전자 기기",20210107,H01L 29/786,12,5
1020227022406,의료 디바이스의 제조 방법,20210106,A61L 27/34,1,11
1020210001228,기판 처리 장치 및 처리 방법,20210106,H01L 21/304,3,11
1020210001305,반도체 장치 및 전자 기기,20210106,H03K 17/30,7,0
1020210000285,어레이 안테나 및 플라스마 처리 장치,20210104,H01J 37/32,3,4
1020200186086,기판의 위치 어긋남 검출 방법 및 기판의 위치 어긋남 검출 장치,20201229,H01L 21/67,14,2
1020227011284,기판의 접액 방법 및 도금 장치,20201228,C25D 17/06,6,6
1020227009431,도금 장치,20201228,C25D 21/04,8,6
1020217033247,도금 장치 및 도금 장치의 동작 제어 방법,20201228,H01L 21/67,3,5
1020227009813,"도금 장치, 도금 장치의 제어 방법",20201225,C25D 17/06,6,8
1020200183210,반도체 장치 및 반도체 장치의 제작 방법,20201224,H01L 29/786,6,0
1020200183669,패스너 스트링거 및 패스너 체인의 제조 방법,20201224,D06P 5/02,2,8
1020217033189,도금 장치 및 도금 처리 방법,20201223,C25D 17/08,6,4
1020217031722,인화 인듐 기판,20201223,C30B 29/40,6,5
1020200180570,하전 입자 빔 검사 장치 및 하전 입자 빔 검사 방법,20201222,H01J 37/147,4,16
1020217034766,"도금 장치, 프리웨트 처리 방법 및 세정 처리 방법",20201222,C25D 5/08,3,7
1020217031345,도금 장치 및 도금액의 교반 방법,20201221,C25D 21/10,2,5
1020227025199,"세정 장치, 연마 장치, 세정 장치에 있어서 기판의 회전 속도를 산출하는 장치 및 방법",20201221,H01L 21/67,13,9
1020200177998,복합 반투막,20201218,B01D 69/12,1,10
1020200177999,복합 반투막,20201218,B01D 69/12,2,2
1020227016851,폴리머 조성물의 제조 방법,20201218,C08F 2/44,1,7
1020200177355,수소 가스 혼합 장치,20201217,B01F 23/10,4,4
1020200177345,수소 가스 혼합 장치,20201217,B01F 23/10,2,2
1020200175201,낚시용 걸이구 및 이를 포함하는 낚싯대,20201215,A01K 87/00,2,8
1020200175274,"절단 방법, 절단 장치 및 적층체",20201215,B26F 1/44,14,10
1020227015871,반도체 가공용 테이프,20201215,C09J 7/38,1,7
1020200174275,"플랜트 제어 장치 및 그의 제어 방법, 압연기 제어 장치 및 그의 제어 방법 그리고 프로그램",20201214,G05B 13/02,4,10
1020227024286,성막 방법 및 성막 장치,20201214,H01L 21/32,9,3
1020227020117,다층막을 갖는 투명 기체,20201211,B32B 7/023,3,9
1020217033161,"도금 장치, 및 기판 홀더 조작 방법",20201209,C25D 17/00,7,9
1020217039574,도금 장치 및 도금 처리 방법,20201208,C25D 21/04,3,8
1020200170396,기판 처리 장치 및 적재대,20201208,C23C 16/458,4,4
1020200170061,"분지화 공액 디엔계 중합체의 제조 방법, 분지화 공액 디엔계 중합체, 고무 조성물의 제조 방법 및 타이어의 제조 방법",20201208,C08F 236/10,7,13
1020200167354,연마 방법 및 연마 장치,20201203,B24B 37/04,8,14
1020217038150,고내열성 아나타아제형 산화티타늄 및 그 제조 방법,20201202,C01G 23/08,2,11
1020217018517,광학 필름의 펀칭 장치 및 필름 제품의 제조 방법,20201201,B65H 35/00,2,7
1020200164367,"금속 수지 복합 재료의 성형 방법, 그리고 금속 수지 복합 부품 및 그 제조 방법",20201130,B29C 43/36,3,14
1020200163993,낚시용 릴,20201130,A01K 89/015,8,3
1020200163999,"제동 장치, 낚싯줄 길이 계측 장치 및 이들을 구비한 낚시용 릴",20201130,A01K 89/0155,5,6
1020200160667,HEVC 비디오 코딩에서 논리 화상내 모드 명칭부여,20201126,H04N 19/11,2,0
1020200159533,수지 성형품의 제조 방법 및 수지 성형 장치,20201125,B29C 45/02,7,1
1020200160243,"반도체 장치, 및 그 제작 방법",20201125,H01L 29/786,4,0
1020200159537,"수지 성형 장치, 수지 성형품의 제조 방법",20201125,B29C 43/36,3,6
1020200159791,성막 방법 및 처리 장치,20201125,H01L 21/02,8,2
1020217026212,반도체 가공용 테이프,20201124,C09J 7/38,3,3
1020200157894,다이 본딩 장치 및 반도체 장치의 제조 방법,20201123,H01L 21/67,4,11
1020227018675,"얼룩 평가 방법, 수적 평가 방법, 발제 평가 방법 및 발제 평가 장치",20201118,G01N 13/00,6,7
1020200153577,적재대 및 검사 장치,20201117,G01R 31/28,2,5
1020200153613,적재대 및 검사 장치,20201117,G01R 31/28,7,3
1020200152538,증착 마스크 및 그 제조 방법,20201116,C23C 14/04,4,9
1020217027515,"플레이트, 도금 장치 및 플레이트의 제조 방법",20201116,C25D 17/00,7,8
1020227012583,플레이트 및 도금 장치,20201116,C25D 17/00,4,4
1020200152685,기판 세정 장치 및 기판 세정 방법,20201116,H01L 21/67,6,10
1020200151735,절단 장치 및 절단품의 제조 방법,20201113,H01L 21/67,5,2
1020217039013,반도체 장치용 Ag 합금 본딩 와이어,20201112,H01L 23/00,1,4
1020217015134,"예지 보전 판정 장치, 예지 보전 판정 방법 및 기억 매체",20201112,G01M 13/021,13,1
1020200150199,트랜지스터,20201111,G09G 3/34,9,3
1020200150255,인쇄 장치 및 인쇄 장치 제어 방법,20201111,B41J 29/393,2,9
1020200149098,전자 부품,20201110,H01F 27/02,1,2
1020227015121,"감광성 수지 조성물, 감광성 수지 시트, 중공 구조체, 경화물, 중공 구조체의 제조 방법, 전자 부품 및 탄성파 필터",20201110,C08F 283/04,8,14
1020217009228,"발수 발유제 조성물, 발수 발유 처리 방법, 및 발수 발유성 섬유",20201104,C09K 3/18,6,9
1020200145742,반도체 장치,20201104,H01L 23/498,8,6
1020200145485,반도체 장치 및 그 제작 방법,20201103,H01L 27/12,2,0
1020227018375,안테나 커버용 기재,20201102,H01Q 1/42,5,12
1020200141926,플라스마 처리 장치 및 플라스마 처리 방법,20201029,H01J 37/32,6,7
1020227024572,"화합물, 유기 박막 발광 소자, 표시 장치 및 조명 장치",20201028,C07D 401/14,6,8
1020200141085,증착 장치 및 표시 장치의 제작 방법,20201028,H10K 71/00,18,6
1020200139989,가스 공급 방법 및 기판 처리 장치,20201027,H01L 21/67,2,8
1020200139545,콤바인,20201026,A01D 41/127,1,0
1020200138160,광학 필름 및 광학 필름의 제조 방법,20201023,C08J 5/18,3,4
1020217002221,"비수계 이차 전지 전극, 전극 슬러리 및 비수계 이차 전지",20201022,H01M 4/62,4,11
1020217008377,"비수계 이차 전지 전극 바인더, 및 비수계 이차 전지 전극",20201022,H01M 4/62,3,9
1020200137485,기억 장치 및 반도체 장치,20201022,H01L 27/108,2,1
1020200135165,"세정 모듈, 절단 장치 및 절단품의 제조 방법",20201019,H01L 21/67,12,3
1020200135067,"거리 측정 장치, 거리 측정 시스템",20201019,G01C 3/08,2,1
1020200135156,절단 장치 및 절단품의 제조 방법,20201019,H01L 21/677,5,3
1020200133904,산업용 로봇의 핸드 및 산업용 로봇,20201016,B25J 15/00,4,4
1020200134131,제어 방법 및 플라스마 처리 장치,20201016,H01J 37/32,2,5
1020227010395,시공 지원 시스템 및 작업 기계,20201013,E02F 3/43,2,7
1020200129963,"수지 재료 공급 장치, 수지 성형 장치, 및 수지 성형품의 제조 방법",20201008,B29C 31/04,5,4
1020200129277,수지 성형 장치 및 수지 성형품의 제조 방법,20201007,B29C 43/36,3,1
1020200128574,"수지 공급 기구, 수지 성형 장치 및 수지 성형품의 제조 방법",20201006,B29C 31/04,5,4
1020200128494,반도체 장치의 제조 방법,20201006,H01L 21/3065,4,1
1020200128495,"광학 필름, 그 제조 방법 및 편광판",20201006,G02B 1/14,3,4
1020217034108,"핵 재료, 전자 부품 및 범프 전극의 형성 방법",20200930,C22C 13/02,8,1
1020200126950,공중선 추출 시스템 및 공중선 추출 방법,20200929,G06T 19/00,5,6
1020217025973,작업 기계,20200929,E02F 9/22,1,1
1020217027971,작업 기계,20200928,E02F 3/43,1,5
1020200124528,블라인드 레거시 비디오 아티팩트 감소,20200925,H04N 5/21,9,12
1020217025971,작업 기계,20200925,E02F 9/20,1,6
1020200123772,베이퍼 챔버용 티타늄 구리 합금판 및 베이퍼 챔버,20200924,C22C 9/00,4,5
1020200123768,베이퍼 챔버용 티타늄 구리 합금판 및 베이퍼 챔버,20200924,C22C 9/00,4,4
1020200122819,"하프톤 위상 시프트형 포토마스크 블랭크, 그의 제조 방법 및 하프톤 위상 시프트형 포토마스크",20200923,G03F 1/32,4,8
1020217025970,작업 기계,20200923,E02F 3/43,2,4
1020200122106,HEVC 비디오 코딩에서 논리 화상내 모드 명칭부여,20200922,H04N 19/11,2,0
1020200121377,성막 방법,20200921,C23C 16/04,9,7
1020227012648,폴리이미드 전구체 조성물 및 플렉시블 전자 디바이스의 제조 방법,20200918,C08G 73/10,6,11
1020200120235,기판 처리 방법 및 기판 처리 장치,20200918,H01L 21/3213,4,5
1020200120248,성막 방법 및 성막 장치,20200918,H01L 21/3205,2,9
1020227012317,성막 방법,20200916,H01L 21/32,1,9
1020227012175,성막 방법,20200916,H01L 21/32,6,3
1020200118912,전자 발생 장치 및 전리 진공계,20200916,H01J 29/48,4,8
1020227012312,성막 방법 및 성막 장치,20200915,H01L 21/32,2,7
1020200117572,플랜트 제어 장치 및 플랜트 제어 방법,20200914,B21B 37/48,3,5
1020227000285,비수계 전해액 및 비수계 이차 전지,20200911,H01M 10/0567,6,19
1020227037110,비수계 전해액 및 비수계 이차 전지,20200911,H01M 10/0569,5,12
1020200116612,와이어 본딩 장치 및 와이어 본딩 방법,20200911,H01L 23/00,6,7
1020227008404,적층체,20200910,B32B 7/12,2,11
1020217036407,연신 장치의 클립 이동 속도 계측 장치 및 클립 이동 속도 계측 방법,20200910,B29C 55/20,4,5
1020200115356,플라스마 처리 장치 및 플라스마 처리 방법,20200909,H01J 37/32,7,7
1020200115589,하프톤 위상 시프트형 포토마스크 블랭크 및 그의 제조 방법,20200909,G03F 1/32,1,1
1020200114715,증착 마스크 및 증착 마스크의 제조 방법,20200908,C23C 14/04,2,17
1020217025265,작업 기계,20200908,E02F 3/43,2,6
1020200113584,에칭 장치 및 에칭 방법,20200907,H01L 21/67,6,9
1020200113130,"반도체 제조 장치, 및 반도체 장치의 제조 방법",20200904,H01L 21/67,2,11
1020217026484,작업 기계,20200904,E02F 3/43,1,8
1020200112725,"광학 필름, 편광판 및 유기 EL 표시 장치",20200904,C08J 5/18,6,2
1020200112236,다이 본딩 장치 및 반도체 장치의 제조 방법,20200903,H01L 21/67,12,8
1020227001102,유압 유닛,20200902,F15B 20/00,5,2
1020200111635,다이 본딩 장치 및 반도체 장치의 제조 방법,20200902,H01L 21/67,8,9
1020200111415,"플랜지 단부면 수정 장치, 절단 장치, 플랜지 단부면 수정 방법 및 절단품의 제조 방법",20200902,B24B 9/06,6,5
1020200111042,콘덴서 및 에칭 방법,20200901,H01L 49/02,3,6
1020200111046,콘덴서,20200901,H01L 49/02,6,6
1020200110765,멀티 하전 입자 빔 평가 방법 및 멀티 하전 입자 빔 묘화 장치,20200901,H01J 37/304,4,13
1020200109064,플라스마 처리 장치 및 제어 방법,20200828,H01J 37/32,7,8
1020227009627,솔더 페이스트,20200828,B23K 35/26,2,1
1020217002225,전극 바인더용 공중합체 및 리튬 이온 이차 전지,20200828,C08F 220/56,4,10
1020200109177,볼 스크류용 세그먼트화된 스프링,20200828,F16H 25/22,5,15
1020227006041,사출 성형 방법,20200826,B29C 45/00,1,9
1020200107042,멀티 하전 입자 빔 묘화 장치,20200825,G03F 1/20,1,9
1020200106811,보행형 관리기,20200825,A01B 33/08,2,9
1020200105968,"플라스마 프로브 장치, 플라스마 처리 장치 및 제어 방법",20200824,H01J 37/32,8,8
1020200105090,필름 롤 및 그의 제조 방법,20200821,B65H 18/28,2,7
1020200105216,포지티브형 감광성 수지 조성물,20200821,G03F 7/075,6,3
1020200105284,낚싯줄 가이드 및 낚싯줄 가이드를 포함하는 낚싯대,20200821,A01K 87/04,2,6
1020200105225,환기 장치,20200821,F24F 7/00,4,6
1020200104599,정보 처리 장치 및 프로그램,20200820,B63B 49/00,3,4
1020200104351,"표면 처리 조성물, 표면 처리 조성물의 제조 방법, 표면 처리 방법 및 반도체 기판의 제조 방법",20200820,C11D 3/37,6,8
1020200103835,"적재 장치의 제어 방법, 적재 장치 및 검사 장치",20200819,G01R 31/28,3,7
1020217041627,백그라인드 테이프,20200817,C09J 7/38,1,14
1020200102250,표시 장치,20200814,H01L 27/15,6,13
1020200101733,기판 처리 방법 및 기판 처리 장치,20200813,H01L 21/285,4,2
1020200101545,고주파 특성 검사 장치 및 고주파 특성 검사 방법,20200813,H01L 21/66,4,4
1020200100218,"기판 처리 장치, 기판 처리 장치의 제조 방법 및 메인터넌스 방법",20200811,H01J 37/32,3,10
1020200099043,성막 방법 및 성막 장치,20200807,H01L 21/285,3,5
1020207037732,커버 부재 및 이것을 구비하는 부재 공급 어셈블리,20200806,C09J 7/26,2,12
1020200097721,프로버 및 프로브 카드의 프리쿨링 방법,20200805,G01R 31/28,4,2
1020200097957,"2차 전지용 양극, 2차 전지, 및 이들의 제조 방법",20200805,H01M 4/1397,7,0
1020200097761,압력 센서 설치용 어댑터 및 센서,20200805,G01L 19/00,4,3
1020200097310,다이 본딩 장치 및 반도체 장치의 제조 방법,20200804,H01L 23/00,10,3
1020200097360,표시장치 및 전자기기,20200804,H01L 51/52,1,6
1020217025263,작업 기계,20200803,E02F 3/43,1,7
1020227003422,분리막,20200731,B01D 69/08,3,6
1020200095793,"액체 토출용 기판, 액체 토출 헤드 및 액체 토출 장치",20200731,B41J 2/045,6,9
1020200094927,조작 장치 및 선박용 조종 장치,20200730,G05G 5/03,5,11
1020227003893,"납 프리 및 안티몬 프리의 땜납 합금, 땜납 볼, 볼 그리드 어레이 그리고 솔더 조인트",20200729,B23K 35/26,16,16
1020200094260,반도체 장치 및 반도체 장치의 제작 방법,20200729,H01L 29/786,2,6
1020227003532,점착 테이프,20200728,C09J 11/08,1,10
1020200092295,정보 처리 시스템 및 정보 처리 방법,20200724,G06Q 10/06,2,9
1020200092228,"구동 회로, 구동 회로의 제작 방법 및 구동 회로를 이용한 표시 장치",20200724,G09G 3/3283,2,0
1020200091619,표시 장치 및 그 제조 방법,20200723,G02F 1/1368,3,0
1020200091583,성막 장치 및 성막 방법,20200723,C23C 16/44,5,2
1020200091562,로봇에 있어서의 워크 위치 검출 방법,20200723,B25J 9/16,2,6
1020200090297,"점착제 조성물, 점착제층, 점착 시트, 광학 부재 및 터치 패널",20200721,C09J 133/04,6,10
1020200089367,탄소 복합 부재,20200720,C23C 16/26,7,3
1020227004069,"평탄화 공정, 장치, 및 물품 제조 방법",20200717,H01L 21/683,6,14
1020200088019,"정보 처리 장치, 정보 처리 방법 및 저장 매체",20200716,H04N 13/111,3,16
1020200087300,에틸렌-아세트산비닐 공중합체 수지 및 필름,20200715,C08F 210/02,5,4
1020200086536,전자 부품,20200714,H01G 4/248,5,3
1020200085055,전자 부품,20200710,H01G 4/232,6,3
1020200085239,탄소 복합 부재,20200710,C01B 32/21,2,3
1020200084565,"압축기 유닛의 제어 방법, 압축기 유닛 및 압축 스테이지",20200709,F04B 49/24,5,2
1020217034704,수정된 셰이프 프롬 셰이딩(SFS) 방식을 이용한 삼각형 3 차원 메쉬의 형상-세분화,20200709,G06T 17/20,2,18
1020200084573,기판 보유 지지 장치 및 탄성막,20200709,H01L 21/304,2,10
1020200084028,RuSi막의 형성 방법 및 기판 처리 시스템,20200708,H01L 21/285,2,13
1020217041838,금속 옥사이드 반도체 전계 효과 트랜지스터(MOSFET) 기반 전압 레귤레이터 회로,20200708,G05F 1/575,5,18
1020200083337,수지 성형 장치 및 수지 성형품의 제조 방법,20200707,B29C 43/58,5,3
1020227003817,"수지 비즈의 제조 방법, 수지 비즈, 및 수지 비즈를 사용한 제품",20200707,C08J 3/16,3,18
1020200082671,임프린트 장치 및 물품 제조 방법,20200706,G03F 7/00,3,7
1020200082672,검사 장치 및 검사 방법,20200706,G01N 23/2251,2,16
1020200081421,기판을 열처리하는 장치 및 방법,20200702,H01L 21/67,2,12
1020200081499,루테늄막의 형성 방법 및 기판 처리 시스템,20200702,H01L 21/285,2,6
1020200081390,"다이 본딩 장치, 박리 유닛, 콜릿 및 반도체 장치의 제조 방법",20200702,H01L 21/67,11,9
1020217043054,펄스형 방전을 위한 전자기기 드라이버,20200702,H01S 5/042,22,4
1020200080009,다이 본딩 장치 및 반도체 장치의 제조 방법,20200630,H01L 21/67,5,14
1020200079793,"유도 결합 플라즈마용 안테나 유닛, 유도 결합 플라즈마 처리 장치 및 유도 결합 플라즈마 처리 방법",20200630,H01J 37/32,1,2
1020200079792,산업용 로봇 및 산업용 로봇의 제어 방법,20200630,B25J 19/06,3,2
1020200079795,산업용 로봇 및 산업용 로봇의 제어 방법,20200630,B25J 9/04,4,0
1020227002462,전자 빔 검사 장치 및 전자 빔 검사 방법,20200629,G01N 23/2251,3,7
1020227006042,1축 편심 나사 펌프,20200629,F04C 2/107,8,5
1020217041295,모듈 로봇,20200629,B25J 9/08,5,7
1020200079091,기판 처리 방법 및 기판 처리 장치,20200629,C23C 16/448,4,2
1020227009439,1축 편심 나사 펌프,20200629,F04C 2/107,1,9
1020200078338,플라스마 처리 장치,20200626,H01J 37/32,1,9
1020200078189,이온주입 방법 및 이온주입 장치,20200626,H01L 21/265,4,2
1020200078309,산업용 로봇,20200626,B25J 19/00,2,8
1020200078369,메인터넌스 장치,20200626,G01B 15/02,2,3
1020200078399,산업용 로봇,20200626,B25J 15/00,5,6
1020207036866,비수계 전해액 및 비수계 이차 전지,20200626,H01M 10/0567,12,8
1020200077566,축전 장치,20200625,H01M 10/0566,8,0
1020200077514,전기 검사 장치 및 보유 지지 유닛,20200625,G01R 31/28,3,3
1020200077637,기판 처리 장치 및 기판의 전달 방법,20200625,H01L 21/687,3,12
1020200076938,유체 제어 장치,20200624,F15B 15/14,1,3
1020200076970,전계 방사 헤드 및 전계 방사 장치,20200624,D01D 5/00,4,3
1020200076775,"기판 처리 장치, 반도체 장치의 제조 방법 및 프로그램",20200623,H01L 21/67,17,4
1020217040419,액화 천연 가스 기화기 및 냉수 공급 방법,20200622,F17C 7/04,2,1
1020217033343,"분리막 엘리먼트 및 그 사용 방법, 그리고 수 처리 장치",20200622,B01D 63/10,6,6
1020217039188,타이어,20200619,B60C 19/08,6,8
1020200074825,"적재대, 기판 처리 장치 및 적재대의 조립 방법",20200619,C23C 16/458,3,6
1020217039787,타이어,20200619,B60C 19/08,2,6
1020200074229,기억 장치 및 반도체 장치,20200618,H01L 27/108,2,0
1020217025262,유압 셔블,20200618,E02F 3/43,2,3
1020200073511,"광학 부재의 검사 방법, 광학 제품의 제조 방법 및 광학 부재의 검사 장치",20200617,G01N 21/88,3,1
1020200073529,웨이퍼 적재대 및 그 제법,20200617,H01L 21/687,2,3
1020217038748,작업 기계,20200616,E02F 3/43,1,12
1020200072068,"발광 소자, 발광 장치 및 전자 기기",20200615,H01L 51/50,2,6
1020217034074,"땜납 합금, 주조물, 형성물 및 납땜 이음",20200612,B23K 35/26,4,1
1020200070066,보행형 관리기,20200610,A01B 33/02,4,4
1020200070054,수치 보정기 및 다중 전자 빔 조사 장치,20200610,H01J 37/153,2,10
1020200069743,발광 장치,20200609,H01L 33/48,1,7
1020200069028,전기 특성을 도출하는 시스템 및 비일시적 컴퓨터 가독 매체,20200608,G01N 21/88,4,10
1020200067583,기판 처리 방법 및 기판 처리 장치,20200604,H01L 21/02,5,6
1020200066211,고밀도 실장 모듈,20200602,H05K 1/11,6,2
1020200066316,콤바인,20200602,A01D 69/06,8,8
1020200066292,광학 필름 및 편광판,20200602,G02B 1/04,2,10
1020200065749,"알루미늄 전해 콘덴서, 전기 기기 및 알루미늄 전해 콘덴서의 제조 방법",20200601,H01G 9/02,9,3
1020200064679,성형 장치 및 물품 제조 방법,20200529,B29C 59/02,6,7
1020200064859,적층 기판 및 곤포체,20200529,B32B 17/10,3,8
1020217037338,건설 기계,20200528,E02F 9/20,2,6
