출원번호,사무소,대리인,MainCPC,CPC섹션,도입_도면목록선행,도입_용어정의선행,JP_실시형태,실시형태_횟수,실시예_횟수,실시용어_주,실시예구조,복수실시예_마커수,변형예_유무,수치한정_빈도,용어_실질정의,용어_보일러플레이트,용어_서수사,용어_인라인약칭,도면참조_방식,도면수,도면참조_per1000자,도면당_분량,전개앵커,전개앵커_v2.1,EMB_분량,BG_분량,효과_채움,효과_정성,면책_도입,면책_말미,면책_전체,JP변형예
1020227009439,jang,장수길¶서원대¶김명곤,F04C,F,0,0,1,25,0,실시형태,복수,19,0,0.0,0,0,0,0,혼용,15,40.1,1037,도면-공간,,15550,687,1,0,0,0,0,1
1020200076775,jang,장수길¶이중희,H01L,H,0,0,1,26,23,실시형태,단일,0,1,1.4,0,0,0,0,혼용,8,11.2,2972,도면-공간,,23772,107,1,1,0,0,1,0
1020200078189,jang,장수길¶성재동,H01L,H,0,0,1,64,0,실시형태,복수,20,1,0.2,0,0,0,0,혼용,10,8.2,3884,도면-공간,,38842,600,1,0,0,0,1,0
1020200070054,jang,장수길¶박충범,H01J,H,0,0,0,0,36,실시예,복수,32,0,0.4,0,0,0,0,혼용,15,26.9,1640,도면-공간,,24604,1753,0,0,1,1,1,0
1020200072068,jang,장수길¶박충범¶이중희,H01L,H,0,0,1,159,0,실시형태,단일,0,1,0.3,0,0,0,0,혼용,12,11.8,3038,도면-공간,,36460,836,1,0,1,1,1,0
1020217034074,jang,장수길¶정철환¶박봉훈,B23K,B,0,0,0,0,5,실시예,단일,0,0,14.9,0,0,0,0,혼용,2,9.9,3530,실험-수치,,7061,1498,0,0,0,0,1,0
1020217028639,jang,장수길¶최인호¶성재동,C08G,C,0,1,1,1,10,실시예,단일,0,0,8.0,1,0,0,0,없음(도면무),0,2.8,0,실험-수치,,47327,316,1,0,1,0,1,0
1020200062282,jang,장수길¶김성환,F02M,F,0,0,1,56,1,실시형태,단일,0,1,0.2,0,0,0,0,혼용,7,20.8,3372,도면-공간,,23603,930,1,0,0,0,1,0
1020200065749,jang,장수길¶김승식¶박충범,H01G,H,0,0,1,32,0,실시형태,단일,0,1,1.7,0,0,0,0,혼용,8,33.4,1588,도면-공간,,12706,111,0,0,0,0,1,0
1020200047185,jang,장수길¶신수범¶이석재,C08F,C,0,0,1,54,19,실시형태,단일,0,0,6.8,0,0,0,0,없음(도면무),0,1.3,0,실험-수치,,39306,702,1,0,0,0,1,0
1020227005908,jang,양영준¶장수길,A61H,A,0,0,0,0,3,실시예,단일,0,1,0.0,0,0,0,0,혼용,8,19.7,1176,도면-공간,,9411,74,0,0,1,0,1,0
1020200041145,jang,장수길¶박충범¶이중희,H01L,H,0,0,1,75,11,실시형태,단일,0,1,1.8,0,0,0,0,혼용,18,13.5,3024,실험-수치,,54434,605,1,1,1,0,1,0
1020200043903,jang,장수길¶박상돈¶이중희,G01N,G,0,0,1,18,0,실시형태,단일,0,0,0.1,0,0,0,0,혼용,14,22.5,1778,도면-공간,,24887,510,1,0,1,0,1,0
1020200062072,jang,장수길¶이성훈¶김명곤,H01L,H,0,0,1,9,6,실시형태,단일,0,0,5.3,0,0,0,0,소수,3,3.8,2843,실험-수치,,8530,691,1,1,0,0,1,0
1020200064141,jang,장수길¶박충범¶이중희,H01L,H,0,0,1,65,0,실시형태,단일,0,1,2.0,0,0,0,0,혼용,22,15.4,3286,도면-공간,,72303,612,1,1,1,0,1,0
1020200066316,jang,장수길¶최인호¶성재동,A01D,A,0,0,1,24,0,실시형태,복수,13,1,0.1,0,0,0,0,혼용,24,34.3,977,도면-공간,,23447,799,0,0,0,1,1,1
1020200047827,jang,장수길¶이중희,B29C,B,0,0,1,27,0,실시형태,단일,0,0,1.4,0,0,0,0,혼용,15,13.9,1670,도면-공간,,25053,1449,0,0,0,1,1,0
1020200060145,jang,장수길¶이중희,G03F,G,0,0,0,0,5,실시예,단일,0,1,2.0,0,0,0,0,혼용,17,14.0,2594,실험-수치,,44102,748,0,0,1,0,1,0
1020200060316,jang,장수길¶김성환¶성재동,H01L,H,0,0,1,12,0,실시형태,단일,0,0,1.0,0,0,0,0,혼용,8,27.1,2146,도면-공간,,17164,220,1,0,0,0,0,1
1020200060412,jang,장수길¶이중희,H04L,H,0,0,0,0,74,실시예,복수,23,1,0.0,0,0,0,0,혼용,12,26.2,2424,동작-시간,,29087,1582,0,0,0,1,1,0
1020200060525,jang,장수길¶이중희,G01J,G,0,0,1,22,0,실시형태,단일,0,0,0.4,0,0,0,0,혼용,10,21.5,2035,실험-수치,,20354,661,0,0,1,0,1,1
2020200001573,jang,장수길¶이성훈¶김명곤,B23K,B,0,0,1,39,0,실시형태,복수,15,1,0.2,0,0,0,1,혼용,9,28.0,1201,도면-공간,,10809,346,1,0,1,1,1,0
1020200049751,jang,장수길¶이중희,H04L,H,0,0,1,1,32,실시예,단일,0,1,0.0,0,0,0,0,혼용,13,14.6,1289,동작-시간,,16760,999,0,0,0,1,1,0
1020217034480,jang,장수길¶최희준¶박보현,C09J,C,0,1,1,54,10,실시형태,단일,0,0,3.6,1,0,0,0,괄호주도,3,5.2,11011,실험-수치,,33034,657,1,0,0,0,1,0
1020217032270,jang,장수길¶서원대¶김명곤,C25D,C,1,0,1,22,1,실시형태,복수,5,1,0.6,0,0,0,0,혼용,12,11.7,1710,도면-공간,,20526,602,0,0,0,1,1,1
1020217034720,jang,장수길¶성재동,B03C,B,0,0,1,16,0,실시형태,단일,0,0,3.2,0,0,0,0,혼용,7,13.2,1417,도면-공간,,9922,861,1,1,0,0,1,0
1020217005534,jang,장수길¶정석현¶성재동,E02F,E,0,0,1,31,0,실시형태,단일,0,1,0.1,0,0,0,0,혼용,10,23.7,2765,도면-공간,,27653,1348,1,0,0,1,1,1
1020217032920,jang,장수길¶성재동,B03B,B,0,0,1,14,0,실시형태,단일,0,1,1.7,0,0,0,0,혼용,3,12.5,2777,도면-공간,,8330,1215,1,1,1,0,1,0
1020217030868,jang,장수길¶김성환,B21B,B,0,0,1,6,3,실시형태,단일,0,0,17.3,0,0,0,0,소수,1,2.3,9800,실험-수치,,9800,3463,1,1,0,0,1,0
1020217027466,jang,장수길¶민태호¶성재동,F02D,F,1,0,1,43,0,실시형태,복수,22,0,0.1,0,0,0,0,혼용,9,17.0,1559,도면-공간,,14029,982,1,0,0,0,1,0
1020217014451,jang,장수길¶성재동,B23Q,B,1,0,1,13,0,실시형태,단일,0,1,3.0,0,0,0,1,혼용,24,20.3,1456,도면-공간,,34932,244,0,0,0,0,0,0
1020217027679,jang,장수길¶성재동,H01L,H,0,0,1,11,15,실시예,단일,0,0,4.8,0,0,0,0,혼용,4,8.0,2720,실험-수치,,10882,677,1,0,0,0,1,0
1020200064859,jang,장수길¶이석재,B32B,B,0,0,1,12,4,실시형태,단일,0,0,6.3,0,0,0,0,혼용,10,18.3,2553,실험-수치,,25531,371,1,0,1,0,1,1
1020217039940,jang,장수길¶성재동,B23C,B,0,0,1,14,1,실시형태,단일,0,0,0.4,0,0,0,0,혼용,9,19.0,2030,도면-공간,,18274,824,0,0,0,0,0,0
1020217042786,jang,장수길¶박보현,G03F,G,0,0,1,1,23,실시예,단일,0,0,3.8,0,0,0,0,인라인주도,8,5.5,3372,실험-수치,,26976,4398,1,0,0,0,1,0
1020227003519,jang,장수길¶이재훈¶성재동,E02F,E,0,0,1,69,0,실시형태,복수,59,1,0.4,0,0,0,0,혼용,30,17.9,1456,도면-공간,,43669,156,1,0,0,0,0,1
1020217037338,jang,장수길¶민태호¶성재동,E02F,E,0,0,1,45,0,실시형태,복수,14,0,0.8,0,0,0,0,혼용,17,17.9,1752,도면-공간,,29792,807,1,0,0,0,1,1
1020217034149,jang,장수길¶성재동,B03C,B,0,0,1,18,0,실시형태,단일,0,0,2.8,0,0,0,0,혼용,7,11.8,1587,도면-공간,,11111,648,1,0,0,1,1,0
1020207033184,jang,장수길¶성재동,B32B,B,1,0,1,5,0,실시형태,단일,0,0,3.7,0,0,0,0,괄호주도,4,8.2,5859,실험-수치,,23435,303,0,0,0,0,0,0
1020200049123,jang,장수길¶서원대¶김명곤,H01L,H,0,0,1,48,0,실시형태,복수,21,1,0.1,0,0,0,0,혼용,14,18.7,1296,도면-공간,,18148,164,1,1,0,0,0,1
1020217041653,jang,장수길¶서원대¶김명곤,B24B,B,1,0,1,33,0,실시형태,단일,0,1,0.8,0,0,0,0,혼용,14,38.1,987,도면-공간,,13812,669,1,1,0,1,1,0
1020200038212,jang,장수길¶김성환¶성재동,C23C,C,0,0,1,22,0,실시형태,단일,0,0,0.1,0,0,0,0,혼용,8,23.1,2156,도면-공간,,17252,190,1,0,0,1,1,0
1020200040155,jang,장수길¶박상돈¶이중희,H01L,H,0,0,0,0,21,실시예,단일,0,1,4.6,0,0,0,0,혼용,18,16.2,705,도면-공간,,12690,586,1,1,0,1,1,1
1020200042245,jang,장수길¶박충범¶이중희,H01L,H,0,0,1,109,0,실시형태,단일,0,1,2.7,0,0,0,0,혼용,14,13.8,5059,도면-공간,,70830,546,1,0,1,1,1,0
1020200044460,jang,장수길¶최인호¶김명곤,A44B,A,0,0,0,0,24,실시예,복수,5,1,1.2,0,0,0,0,혼용,11,35.8,769,도면-공간,,8461,828,0,0,0,0,0,0
1020200044643,jang,장수길¶이중희,G11C,G,0,0,1,16,0,실시형태,단일,0,1,0.5,0,0,0,0,혼용,14,17.7,1342,도면-공간,,18789,543,1,0,0,1,1,0
1020200046451,jang,장수길¶이성훈¶김명곤,C02F,C,0,0,1,16,4,실시형태,단일,0,0,5.6,0,0,0,0,소수,2,0.2,4133,실험-수치,,8266,677,1,0,0,0,1,0
1020200046570,jang,장수길¶김성환¶성재동,H01L,H,0,0,1,34,0,실시형태,단일,0,0,0.1,0,0,0,0,혼용,12,13.7,1944,도면-공간,,23326,101,1,0,0,0,1,1
1020200048786,jang,장수길¶김성환¶성재동,C23C,C,0,0,1,14,0,실시형태,단일,0,0,1.6,0,0,0,0,혼용,5,22.3,2692,도면-공간,,13461,459,1,0,0,1,1,0
1020200053775,jang,장수길¶박충범¶이중희,H01L,H,0,0,1,105,0,실시형태,단일,0,1,2.4,0,0,0,1,혼용,28,19.2,3110,도면-공간,,87085,1633,1,0,1,0,1,0
1020200054414,jang,장수길¶박충범¶이중희,G01C,G,0,0,1,85,0,실시형태,단일,0,1,2.2,0,0,0,0,혼용,16,11.5,5158,도면-공간,,82524,670,1,0,1,0,1,1
1020200058963,jang,장수길¶이석재,G02B,G,0,0,0,0,6,실시예,단일,0,1,5.5,0,0,0,0,소수,3,2.4,11576,실험-수치,,34727,853,1,1,0,0,1,0
1020200058990,jang,장수길¶서원대¶김명곤,H01L,H,0,0,1,7,0,실시형태,단일,0,0,0.0,0,0,0,0,혼용,6,22.6,2120,도면-공간,,12723,360,1,0,0,1,1,0
1020200059183,jang,장수길¶박충범¶이중희,G09F,G,1,0,1,31,0,실시형태,단일,0,0,0.5,0,0,0,0,혼용,8,21.5,2976,도면-공간,,23809,697,1,0,1,0,1,0
1020200059492,jang,장수길¶김성환¶성재동,H01L,H,0,0,1,10,0,실시형태,단일,0,1,0.4,0,0,0,0,혼용,12,27.0,1394,도면-공간,,16722,178,1,0,0,0,0,0
1020200059506,jang,장수길¶김명곤,G03B,G,1,0,1,1,0,실시형태,단일,0,1,0.0,0,0,0,0,혼용,17,35.2,1819,도면-공간,,30917,557,1,0,0,0,0,0
1020200060733,jang,장수길¶김성환¶성재동,H01J,H,1,0,1,14,0,실시형태,단일,0,0,0.7,0,0,0,0,혼용,12,28.1,1448,도면-공간,,17382,489,1,0,0,1,1,0
1020200061479,jang,장수길¶김명곤,G03B,G,1,0,1,1,0,실시형태,단일,0,1,0.0,0,0,0,0,혼용,14,33.3,2074,도면-공간,,29038,557,1,0,0,0,0,0
1020200064679,jang,장수길¶이중희,B29C,B,0,0,1,33,0,실시형태,복수,8,1,0.5,0,0,0,0,혼용,19,21.1,1241,동작-시간,,23577,1090,0,0,1,1,1,0
1020200046448,jang,장수길¶백만기,A01K 87/04	(2006.01),A,0,0,0,0,22,실시예,단일,0,1,1.1,0,0,0,0,혼용,15,31.4,1147,도면-공간,,17202,789,1,0,0,0,0,0
1020217030433,jang,장수길¶최인호¶성재동,C08G,C,0,1,1,1,9,실시예,단일,0,0,9.6,1,0,0,0,없음(도면무),0,2.0,0,실험-수치,,40923,314,1,0,0,0,0,0
1020217030677,jang,장수길¶최인호¶성재동,C09D,C,0,1,0,0,15,실시예,단일,0,0,6.0,1,0,0,0,없음(도면무),0,1.0,0,실험-수치,,61200,323,1,1,1,0,1,0
1020217030678,jang,장수길¶최인호¶성재동,C08G,C,0,1,1,1,8,실시예,단일,0,0,3.5,1,0,0,0,없음(도면무),0,1.5,0,실험-수치,,44367,317,1,0,0,0,0,0
1020217030679,jang,장수길¶최인호¶성재동,C08G,C,0,1,1,1,9,실시예,단일,0,0,6.9,1,0,0,0,없음(도면무),0,1.8,0,실험-수치,,39883,319,1,0,1,0,1,0
1020200055628,jang,장수길¶신수범¶이석재,H01M,H,0,0,1,11,17,실시예,단일,0,0,5.7,0,0,0,0,없음(도면무),0,2.1,0,실험-수치,,24289,553,1,0,1,0,1,0
1020200055630,jang,장수길¶신수범¶이석재,H01M,H,0,0,1,11,21,실시예,단일,0,0,5.7,0,0,0,0,없음(도면무),0,2.2,0,실험-수치,,28121,553,1,1,1,0,1,0
1020217037517,jang,장수길¶최인호¶성재동,C08L,C,0,0,1,4,10,실시예,단일,0,0,7.8,0,0,0,1,없음(도면무),0,2.3,0,실험-수치,,39609,282,1,1,0,0,1,0
1020217039963,jang,장수길¶김명곤,C09J,C,0,0,1,51,25,실시형태,단일,0,0,5.7,0,0,0,0,없음(도면무),0,0.2,0,실험-수치,,34035,498,1,1,0,0,1,0
1020200041335,jang,장수길¶신수범¶이석재,H01M,H,0,0,1,30,21,실시형태,복수,25,0,7.7,0,0,0,1,소수,3,1.1,9581,실험-수치,,28742,941,1,1,0,0,1,0
1020200043863,jang,장수길¶김성환¶성재동,H01L,H,0,0,1,13,0,실시형태,단일,0,1,1.3,0,0,0,0,혼용,7,30.8,2606,도면-공간,,18239,630,1,1,0,0,1,0
1020200044546,jang,장수길¶이성훈¶김명곤,F16J,F,0,0,1,25,8,실시형태,단일,0,0,0.5,0,0,0,0,혼용,4,16.4,3346,도면-공간,,13384,783,0,0,1,0,1,0
1020200046692,jang,장수길¶박충범¶이중희,H01L,H,0,0,1,61,10,실시형태,단일,0,1,5.1,0,0,0,0,혼용,17,15.7,2748,실험-수치,,46713,623,1,0,1,0,1,0
1020200052314,jang,장수길¶박충범¶이중희,H01L,H,0,0,1,72,27,실시형태,단일,0,1,3.4,0,0,0,0,혼용,26,13.5,3003,실험-수치,,78074,425,1,1,1,0,1,1
1020200054690,jang,장수길¶박충범,H01L,H,0,0,1,42,2,실시형태,복수,2,1,3.8,0,0,0,0,혼용,17,8.3,1578,실험-수치,,26825,232,1,0,0,0,1,1
1020200037945,jang,장수길¶성재동,H01L,H,0,0,1,66,0,실시형태,복수,5,1,0.1,0,0,0,0,혼용,12,18.2,2053,도면-공간,,24631,2195,1,0,0,1,1,0
1020200062280,jang,장수길¶김성환,F02M,F,0,0,1,60,1,실시형태,단일,0,1,0.7,0,0,0,0,혼용,6,13.4,5048,도면-공간,,30291,965,1,0,0,0,0,0
1020200066292,jang,장수길¶이석재,G02B,G,0,0,1,2,2,실시예,단일,0,0,6.5,0,0,0,1,소수,1,0.8,32644,실험-수치,,32644,791,1,0,0,0,1,1
1020207033185,jang,장수길¶성재동,B32B,B,1,0,1,5,0,실시형태,단일,0,0,3.7,0,0,0,0,괄호주도,4,8.1,5856,실험-수치,,23424,303,0,0,0,0,0,0
1020217021390,jang,양영준¶장수길,A61H,A,0,0,0,0,3,실시예,단일,0,1,0.0,0,0,0,0,혼용,8,19.7,1176,도면-공간,,9411,74,0,0,1,0,1,0
1020200057501,jang,장수길¶김성환¶성재동,H01L,H,0,0,1,17,0,실시형태,단일,0,0,1.3,0,0,0,0,혼용,15,29.0,1708,도면-공간,,25615,230,1,0,0,0,0,0
1020217042221,jang,장수길¶성재동,B32B,B,0,0,1,43,9,실시형태,단일,0,0,6.2,0,0,0,0,혼용,1,6.3,57217,실험-수치,,57217,1496,1,1,0,0,1,0
1020217043042,jang,장수길¶민태호¶성재동,E02F,E,0,0,0,0,30,실시예,단일,0,1,0.3,0,0,0,0,혼용,9,20.3,2610,도면-공간,,23486,483,1,0,0,0,0,1
1020200047812,jang,장수길¶신수범¶이석재,C08F,C,0,0,1,38,47,실시예,단일,0,0,13.0,0,0,0,1,없음(도면무),0,2.6,0,실험-수치,,21397,287,1,1,0,0,1,0
1020217033696,jang,장수길¶최희준¶박보현,B29C,B,1,0,1,11,30,실시예,단일,0,0,7.1,0,0,0,1,소수,5,5.4,6130,실험-수치,,30648,641,1,0,0,0,1,0
1020217021407,jang,장수길¶최희준¶박보현,H05K,H,0,0,1,15,4,실시형태,복수,12,1,1.8,0,0,0,0,인라인주도,9,3.8,1889,도면-공간,,16997,356,1,1,0,0,1,1
1020217036112,jang,장수길¶성재동,B07C,B,0,0,1,22,0,실시형태,단일,0,0,1.2,0,0,0,0,혼용,5,12.6,2818,도면-공간,,14091,1504,1,0,0,1,1,0
1020217036704,jang,장수길¶최인호¶김명곤,H01L,H,0,0,1,81,1,실시형태,복수,72,1,1.9,0,0,0,0,혼용,45,27.9,666,도면-공간,,29984,673,0,0,0,0,1,0
1020227000181,jang,장수길¶성재동,B60K,B,0,0,1,12,0,실시형태,단일,0,0,0.1,0,0,0,0,혼용,9,36.6,2080,도면-공간,,18722,942,0,0,0,0,0,1
1020200037397,jang,장수길¶김성환¶성재동,H01L,H,1,0,1,14,20,실시예,단일,0,0,3.1,0,0,0,1,혼용,8,13.1,1586,도면-공간,,12689,94,1,1,0,1,1,0
1020217041474,jang,장수길¶김성환,B60B,B,0,0,1,14,0,실시형태,단일,0,0,0.2,0,0,0,0,혼용,9,37.6,609,도면-공간,,5480,167,1,1,0,0,0,1
1020217027680,jang,장수길¶성재동,H01L,H,0,0,1,11,12,실시예,단일,0,0,4.1,0,0,0,0,괄호주도,2,7.6,5390,실험-수치,,10781,677,1,0,0,0,1,0
1020200056653,jang,장수길¶박충범¶이중희,H01L,H,0,0,1,153,0,실시형태,단일,0,1,2.1,0,0,0,0,혼용,13,13.9,5393,도면-공간,,70113,406,1,1,1,0,1,0
1020200059537,jang,장수길¶김명곤,G03B,G,1,0,1,1,0,실시형태,단일,0,1,0.0,0,0,0,0,혼용,15,34.0,1775,도면-공간,,26628,557,1,0,0,0,0,0
1020217013956,jang,장수길¶오현식¶박보현,F16L,F,0,0,1,8,9,실시예,복수,3,1,1.4,0,0,0,0,혼용,13,26.9,840,도면-공간,,10922,510,1,0,0,0,1,0
1020217041417,jang,장수길¶오현식¶이석재,C08G,C,0,0,1,3,10,실시예,단일,0,0,8.6,0,0,0,0,소수,2,2.2,7441,실험-수치,,14882,182,1,1,0,0,1,0
1020200037375,jang,장수길¶박충범¶이중희,G03F,G,0,0,1,27,66,실시예,복수,82,0,2.5,0,0,0,0,인라인주도,15,4.7,3416,도면-공간,,51235,1889,1,0,0,1,1,0
1020200039834,jang,장수길¶박충범¶이중희,H01L,H,0,0,1,54,0,실시형태,단일,0,1,1.8,0,0,0,0,혼용,16,13.1,3051,도면-공간,,48823,323,1,1,1,0,1,0
1020200045043,jang,장수길¶성재동,H01L,H,0,0,1,7,0,실시형태,단일,0,0,0.1,0,0,0,0,혼용,14,32.4,1196,도면-공간,,16737,818,1,1,0,0,0,0
1020200048572,jang,최달용,G09G,G,0,0,0,0,99,실시예,단일,0,0,0.6,0,0,0,0,혼용,35,8.0,1134,도면-공간,,39697,853,1,0,1,0,1,0
1020200053634,jang,장수길¶이석재,G02B,G,0,0,1,3,21,실시예,단일,0,0,6.7,0,0,0,0,소수,1,1.2,56885,실험-수치,,56885,1150,1,1,0,0,1,1
1020200062797,jang,장수길¶김성환¶성재동,H01J,H,1,0,1,13,0,실시형태,단일,0,0,0.9,0,0,0,0,혼용,12,26.4,1346,도면-공간,,16154,489,1,0,0,1,1,1
1020200062900,jang,장수길¶이중희,B29C,B,0,0,1,79,0,실시형태,복수,32,1,2.4,0,0,0,0,괄호주도,13,30.2,2551,도면-공간,,33162,135,0,0,0,1,1,0
1020200057659,jang,장수길¶박충범¶이중희,H01L,H,0,0,1,110,0,실시형태,단일,0,1,2.1,0,0,0,0,혼용,23,16.7,2447,도면-공간,,56273,543,1,0,1,1,1,0
1020200057813,jang,장수길¶박충범¶이중희,H03K,H,0,0,1,38,0,실시형태,단일,0,0,1.8,0,0,0,0,혼용,29,15.1,2291,도면-공간,,66440,274,1,0,1,1,1,1
1020200060144,jang,장수길¶이중희,G03F,G,0,0,0,0,18,실시예,단일,0,0,4.9,0,0,0,0,인라인주도,15,8.8,1131,실험-수치,,16971,2243,0,0,0,0,0,0
1020200054324,jang,장수길¶이성훈¶김명곤,F04B 25/00	(2006.01),F,1,0,1,23,0,실시형태,복수,13,0,3.5,0,0,0,0,혼용,12,27.8,1812,도면-공간,,21750,314,1,0,0,0,0,0
1020217027465,jang,장수길¶성재동,H01M,H,0,0,1,12,28,실시예,복수,12,0,3.6,0,0,0,0,없음(도면무),0,0.3,0,실험-수치,,37335,714,1,1,0,0,1,0
1020217027490,jang,장수길¶홍미란¶박보현,C07F,C,0,0,1,10,32,실시예,단일,0,0,4.6,0,0,0,1,없음(도면무),0,2.2,0,실험-수치,,53172,640,1,0,1,0,1,1
1020217037395,jang,장수길¶최인호¶성재동,C09D,C,0,0,0,0,17,실시예,단일,0,0,4.5,0,0,0,1,없음(도면무),0,1.2,0,실험-수치,,35045,369,1,1,0,0,0,0
1020217026310,jang,장수길¶이중희,H04N,H,0,0,0,0,18,실시예,단일,0,0,0.0,0,0,0,0,소수,4,4.9,1836,동작-시간,,7342,1096,0,0,0,0,0,0
1020217028979,jang,장수길¶최희준¶박보현,G02C,G,0,0,1,20,0,실시형태,복수,14,0,0.3,0,0,0,0,혼용,14,13.9,846,도면-공간,,11850,79,1,0,0,0,0,0
1020217029616,jang,장수길¶박상돈¶이중희,H02P,H,0,0,0,0,26,실시예,복수,15,0,0.3,0,0,0,0,혼용,8,20.5,1138,도면-공간,,9102,601,1,0,0,0,0,0
1020217022509,jang,장수길¶민태호¶성재동,B62D,B,1,0,1,11,0,실시형태,단일,0,0,0.1,0,0,0,0,혼용,7,32.4,962,도면-공간,,6736,564,1,0,0,0,1,1
1020200023603,jang,장수길¶박상돈¶이중희,G06F,G,0,0,1,2,0,실시형태,단일,0,0,0.1,0,0,0,0,혼용,13,17.9,1912,도면-공간,,24857,806,1,0,0,0,0,1
1020217007972,jang,장수길,F24F,F,0,0,1,31,0,실시형태,복수,20,1,0.6,0,0,0,0,혼용,8,21.6,2697,도면-공간,,21577,118,1,0,0,1,1,0
1020200023729,jang,장수길¶박보현,C07F,C,0,0,0,0,9,실시예,단일,0,0,11.3,0,0,0,0,없음(도면무),0,4.7,0,실험-수치,,8567,382,1,1,0,0,1,0
1020200020906,jang,장수길¶김승식¶박충범,H01L,H,0,0,1,8,0,실시형태,단일,0,0,2.5,0,0,0,1,혼용,11,37.0,646,도면-공간,,7106,278,0,0,0,0,0,0
1020200022706,jang,장수길¶김승식¶박충범,C09K,C,0,0,1,77,29,실시형태,복수,69,0,1.4,0,0,0,0,소수,3,5.4,7418,실험-수치,,22253,272,0,0,0,0,0,0
1020200022856,jang,장수길¶김성환¶성재동,G01R,G,0,0,1,19,0,실시형태,복수,4,0,0.1,0,0,0,0,혼용,12,23.0,1801,도면-공간,,21609,279,1,0,0,0,1,1
1020200022870,jang,장수길¶박충범¶이중희,H01M,H,0,0,1,3,31,실시예,단일,0,0,7.3,0,0,0,0,혼용,6,25.0,2076,실험-수치,,12453,579,1,1,0,0,1,0
1020200028798,jang,장수길¶김성환¶성재동,C23C,C,0,0,1,21,23,실시예,단일,0,0,4.8,0,0,0,0,혼용,5,10.7,3423,실험-수치,,17113,73,1,0,0,1,1,0
1020200028938,jang,장수길¶박충범¶이중희,G11C,G,0,0,1,43,0,실시형태,단일,0,1,1.4,0,0,0,0,혼용,17,21.7,3317,도면-공간,,56397,1127,1,0,1,0,1,0
1020200029081,jang,장수길¶박상돈¶이중희,H01L,H,1,0,1,15,11,실시형태,단일,0,0,5.7,0,0,0,0,혼용,33,13.5,955,동작-시간,,31504,594,1,1,0,0,0,1
1020200030206,jang,장수길¶이중희,G09G,G,0,0,0,0,69,실시예,단일,0,0,0.4,0,0,0,0,혼용,23,9.2,2223,도면-공간,,51128,1283,1,0,1,0,1,0
1020200031884,jang,장수길¶김성환¶성재동,H01L,H,0,0,1,35,0,실시형태,단일,0,1,1.5,0,0,0,0,혼용,15,22.7,1713,도면-공간,,25689,159,1,0,0,0,1,0
1020200032128,jang,장수길,H01L,H,0,0,1,9,0,실시형태,복수,2,1,1.1,0,0,0,0,혼용,17,17.1,1352,도면-공간,,22985,659,1,0,0,0,0,0
1020200032428,jang,장수길¶김명곤,G03B,G,0,0,1,1,51,실시예,단일,0,0,0.6,0,0,0,0,혼용,6,24.4,1764,도면-공간,,10583,128,1,0,0,0,0,0
1020200032583,jang,장수길¶김성환¶성재동,G01R,G,0,0,1,28,0,실시형태,단일,0,0,0.0,0,0,0,0,혼용,12,38.3,1137,도면-공간,,13641,90,1,0,0,0,0,1
1020200033928,jang,장수길¶박충범¶이중희,H01L,H,0,0,1,64,0,실시형태,단일,0,1,2.1,0,0,0,0,혼용,9,17.9,4227,도면-공간,,38047,733,1,0,1,0,1,0
1020200034228,jang,장수길¶김진백¶박봉훈,H01G,H,1,0,1,27,0,실시형태,단일,0,0,3.7,0,0,0,0,소수,10,6.3,2150,실험-수치,,21495,211,0,0,0,1,1,0
1020200034239,jang,장수길¶성재동,H05K,H,0,0,1,3,4,실시예,단일,0,0,7.8,0,0,0,0,소수,1,2.6,5871,실험-수치,,5871,673,1,1,0,0,1,1
1020200035387,jang,장수길¶성재동,C22C,C,0,0,1,12,2,실시형태,단일,0,1,4.4,0,0,0,0,소수,2,0.3,4978,실험-수치,,9956,452,1,0,1,1,1,0
1020217032051,jang,장수길¶신수범¶이석재,C09K,C,0,0,1,14,44,실시예,단일,0,0,5.5,0,0,0,0,혼용,10,10.1,1702,실험-수치,,17020,525,1,1,0,0,1,0
1020217024166,jang,장수길¶민태호¶성재동,E02F,E,1,0,1,43,0,실시형태,복수,12,1,0.3,0,0,0,0,혼용,20,21.4,2170,도면-공간,,43390,933,1,0,1,0,1,1
1020200027070,jang,장수길¶김승식¶박충범,C23C,C,1,0,0,0,66,실시예,복수,60,0,0.3,0,0,0,0,혼용,12,22.3,1725,도면-공간,,20700,443,0,0,0,1,1,0
1020200031364,jang,장수길¶이중희,H01L,H,0,0,1,28,0,실시형태,복수,7,0,0.1,0,0,0,0,괄호주도,10,26.6,2421,동작-시간,,24210,812,0,0,1,1,1,0
1020217029559,jang,장수길¶홍미란¶박보현,C25B,C,0,0,0,0,41,실시예,단일,0,0,7.2,0,0,0,0,소수,1,0.9,27289,실험-수치,,27289,1470,1,0,0,0,1,0
1020217030871,jang,장수길¶성재동,H02B,H,0,0,1,11,3,실시형태,단일,0,1,0.1,0,0,0,0,혼용,7,29.7,1241,도면-공간,,8688,146,1,0,0,0,0,0
1020217030238,jang,장수길¶신수범¶박보현,H01Q,H,0,0,1,36,13,실시형태,단일,0,0,3.2,0,0,0,0,혼용,5,12.6,5070,도면-공간,,25351,1255,1,1,0,0,1,0
